Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000799,3000,1.000,15367.30,V,15367.30,0.00,1.000,3200
000000000010000800,4000,5.000,895234.25,V,179046.85,0.00,1.000,3200
000000000010000801,4000,0.000,0.00,V,42002.52,0.00,1.000,3200
000000000010000802,2000,29.000,478422.57,V,16497.33,0.00,1.000,3200
000000000010000803,2000,7.000,5086362.75,V,726623.25,0.00,1.000,3200
000000000010000803,4000,3.000,2179869.75,V,726623.25,0.00,1.000,3200
000000000010000804,2000,0.000,0.00,V,371298.03,0.00,1.000,3200
000000000010000805,1000,2.000,51802.28,V,25901.14,0.00,1.000,3200
000000000010000805,4000,2.000,51802.28,V,25901.14,0.00,1.000,3200
000000000010000806,4000,8.000,1267405.20,V,158425.65,0.00,1.000,3200
000000000010000807,2000,2.000,290395.42,V,145197.71,0.00,1.000,3200
000000000010000808,2000,34.000,355004.20,V,10441.30,0.00,1.000,3200
000000000010000808,4000,45.000,469858.50,V,10441.30,0.00,1.000,3200
000000000010000809,2000,11.000,957743.71,V,87067.61,0.00,1.000,3200
000000000010000809,4000,18.000,1567216.98,V,87067.61,0.00,1.000,3200
000000000080000186,3000,4.000,1720503.68,V,430125.92,0.00,1.000,3200
000000000010000810,4000,88.000,1254334.40,V,14253.80,0.00,1.000,3200
000000000010000811,1000,0.000,0.00,V,43784.11,0.00,1.000,3200
000000000030000183,1000,2.000,228173.86,V,114086.93,0.00,1.000,3200
000000000010000812,1000,138.000,2540956.74,V,18412.73,0.00,1.000,3200
000000000030000184,2000,4.000,262570.08,V,65642.52,0.00,1.000,3200
000000000010000813,1000,77.000,59135991.53,V,767999.89,0.00,1.000,3200
000000000010000814,2000,3.000,183548.85,V,61182.95,0.00,1.000,3200
000000000030000185,3000,0.000,0.00,V,81034.72,0.00,1.000,3200
000000000010000815,2000,146.000,2023097.18,V,13856.83,0.00,1.000,3200
000000000080000187,3000,4.000,527153.12,V,131788.28,0.00,1.000,3200
000000000010000816,4000,1.000,72280.59,V,72280.59,0.00,1.000,3200
000000000010000817,4000,18.000,2378369.16,V,132131.62,0.00,1.000,3200
000000000010000817,1000,6.000,792789.72,V,132131.62,0.00,1.000,3200
000000000080000188,4000,16.000,383672.48,V,23979.53,0.00,1.000,3200
000000000030000186,2000,3.000,42801.42,V,14267.14,0.00,1.000,3200
000000000010000818,2000,0.000,0.00,V,54708.53,0.00,1.000,3200
000000000010000819,3000,8.000,223505.84,V,27938.23,0.00,1.000,3200
000000000010000820,1000,1.000,39533.68,V,39533.68,0.00,1.000,3200
000000000010000820,4000,1.000,39533.68,V,39533.68,0.00,1.000,3200
000000000010000821,2000,59.000,1302001.97,V,22067.83,0.00,1.000,3200
000000000010000821,3000,61.000,1346137.63,V,22067.83,0.00,1.000,3200
000000000010000822,3000,1.000,71625.56,V,71625.56,0.00,1.000,3200
000000000010000823,2000,7.000,1085435.40,V,155062.20,0.00,1.000,3200
000000000030000187,3000,1.000,108783.40,V,108783.40,0.00,1.000,3200
000000000030000187,1000,3.000,326350.20,V,108783.40,0.00,1.000,3200
000000000080000189,1000,1.000,106722.41,V,106722.41,0.00,1.000,3200
000000000080000189,2000,2.000,213444.82,V,106722.41,0.00,1.000,3200
000000000010000824,1000,16.000,2803968.32,V,175248.02,0.00,1.000,3200
000000000010000824,4000,6.000,1051488.12,V,175248.02,0.00,1.000,3200
000000000010000825,1000,0.000,0.00,V,134294.44,0.00,1.000,3200
000000000010000825,4000,0.000,0.00,V,134294.44,0.00,1.000,3200
000000000010000826,4000,5.000,972670.45,V,194534.09,0.00,1.000,3200
000000000010000826,1000,45.000,8754034.05,V,194534.09,0.00,1.000,3200
000000000030000188,3000,4.000,469975.52,V,117493.88,0.00,1.000,3200
000000000010000827,2000,11.000,1045698.61,V,95063.51,0.00,1.000,3200
000000000080000190,4000,2.000,315385.58,V,157692.79,0.00,1.000,3200
000000000010000828,3000,16.000,12770774.72,V,798173.42,0.00,1.000,3200
000000000010000829,1000,13.000,1560732.42,V,120056.34,0.00,1.000,3200
000000000010000830,2000,0.000,0.00,V,131566.28,0.00,1.000,3200
000000000080000191,4000,11.000,328720.70,V,29883.70,0.00,1.000,3200
000000000030000189,2000,2.000,937067.10,V,468533.55,0.00,1.000,3200
000000000030000189,3000,2.000,937067.10,V,468533.55,0.00,1.000,3200
000000000010000831,3000,6.000,688515.42,V,114752.57,0.00,1.000,3200
000000000010000831,1000,1.000,114752.57,V,114752.57,0.00,1.000,3200
000000000010000832,3000,0.000,0.00,V,164840.79,0.00,1.000,3200
000000000010000832,4000,2.000,329681.58,V,164840.79,0.00,1.000,3200
000000000090000047,1000,25.000,1663924.50,V,66556.98,0.00,1.000,3200
000000000010000833,3000,120.000,951679.20,V,7930.66,0.00,1.000,3200
000000000010000834,4000,1.000,141808.33,V,141808.33,0.00,1.000,3200
000000000090000048,1000,31.000,950252.92,V,30653.32,0.00,1.000,3200
000000000030000190,1000,0.000,0.00,V,468842.59,0.00,1.000,3200
000000000010000835,2000,0.000,0.00,V,126143.15,0.00,1.000,3200
000000000010000836,3000,11.000,911933.99,V,82903.09,0.00,1.000,3200
000000000030000191,2000,0.000,0.00,V,33107.25,0.00,1.000,3200
000000000030000192,4000,0.000,0.00,V,323409.48,0.00,1.000,3200
000000000030000192,1000,2.000,646818.96,V,323409.48,0.00,1.000,3200
000000000010000837,1000,4.000,223265.56,V,55816.39,0.00,1.000,3200
000000000010000837,2000,10.000,558163.90,V,55816.39,0.00,1.000,3200
000000000010000838,2000,18.000,982320.84,V,54573.38,0.00,1.000,3200
000000000010000839,4000,1.000,97863.45,V,97863.45,0.00,1.000,3200
000000000010000839,1000,2.000,195726.90,V,97863.45,0.00,1.000,3200
000000000010000840,4000,3.000,434519.73,V,144839.91,0.00,1.000,3200
000000000010000841,3000,0.000,0.00,V,143817.71,0.00,1.000,3200
000000000010000841,4000,0.000,0.00,V,143817.71,0.00,1.000,3200
000000000010000842,1000,50.000,1038177.00,V,20763.54,0.00,1.000,3200
000000000010000842,3000,60.000,1245812.40,V,20763.54,0.00,1.000,3200
000000000080000192,1000,10.000,2801851.30,V,280185.13,0.00,1.000,3200
000000000030000193,1000,1.000,3789.48,V,3789.48,0.00,1.000,3200
000000000030000194,1000,0.000,0.00,V,160847.55,0.00,1.000,3200
000000000010000843,2000,7.000,929778.64,V,132825.52,0.00,1.000,3200
000000000010000843,4000,7.000,929778.64,V,132825.52,0.00,1.000,3200
000000000010000844,3000,4.000,336737.60,V,84184.40,0.00,1.000,3200
000000000080000193,1000,3.000,352236.66,V,117412.22,0.00,1.000,3200
000000000010000845,2000,0.000,0.00,V,138215.76,0.00,1.000,3200
000000000010000845,3000,6.000,829294.56,V,138215.76,0.00,1.000,3200
000000000030000195,3000,0.000,0.00,V,16103.96,0.00,1.000,3200
000000000010000846,2000,0.000,0.00,V,159296.89,0.00,1.000,3200
000000000010000846,1000,0.000,0.00,V,159296.89,0.00,1.000,3200
000000000010000847,3000,1.000,29931.65,V,29931.65,0.00,1.000,3200
000000000080000194,3000,6.000,2210835.36,V,368472.56,0.00,1.000,3200
000000000080000194,1000,9.000,3316253.04,V,368472.56,0.00,1.000,3200
000000000080000195,3000,7.000,2978965.01,V,425566.43,0.00,1.000,3200
000000000010000848,3000,1.000,114119.67,V,114119.67,0.00,1.000,3200
000000000010000849,1000,3.000,508925.91,V,169641.97,0.00,1.000,3200
000000000080000196,3000,13.000,2782522.47,V,214040.19,0.00,1.000,3200
000000000080000196,2000,6.000,1284241.14,V,214040.19,0.00,1.000,3200
000000000010000850,4000,1.000,710087.19,V,710087.19,0.00,1.000,3200
000000000010000850,2000,7.000,4970610.33,V,710087.19,0.00,1.000,3200
000000000080000197,1000,21.000,5261502.12,V,250547.72,0.00,1.000,3200
000000000010000851,3000,8.000,412590.24,V,51573.78,0.00,1.000,3200
000000000010000851,2000,20.000,1031475.60,V,51573.78,0.00,1.000,3200
000000000010000852,1000,0.000,0.00,V,58399.58,0.00,1.000,3200
000000000010000852,4000,0.000,0.00,V,58399.58,0.00,1.000,3200
000000000010000853,1000,11.000,869569.25,V,79051.75,0.00,1.000,3200
000000000010000854,4000,298.000,1651209.06,V,5540.97,0.00,1.000,3200
000000000010000854,1000,73.000,404490.81,V,5540.97,0.00,1.000,3200
000000000010000855,4000,4.000,341464.36,V,85366.09,0.00,1.000,3200
000000000010000856,1000,0.000,0.00,V,31134.53,0.00,1.000,3200
000000000090000049,2000,16.000,823170.56,V,51448.16,0.00,1.000,3200
000000000090000049,4000,25.000,1286204.00,V,51448.16,0.00,1.000,3200
000000000010000857,2000,0.000,0.00,V,149073.87,0.00,1.000,3200
000000000010000857,1000,1.000,149073.87,V,149073.87,0.00,1.000,3200
000000000010000858,1000,0.000,0.00,V,116411.27,0.00,1.000,3200
000000000010000858,4000,1.000,116411.27,V,116411.27,0.00,1.000,3200
000000000010000859,1000,4.000,302688.48,V,75672.12,0.00,1.000,3200
000000000010000859,2000,8.000,605376.96,V,75672.12,0.00,1.000,3200
000000000010000860,3000,0.000,0.00,V,52133.99,0.00,1.000,3200
000000000010000860,1000,0.000,0.00,V,52133.99,0.00,1.000,3200
000000000010000861,3000,6.000,1049261.52,V,174876.92,0.00,1.000,3200
000000000030000196,3000,6.000,469255.14,V,78209.19,0.00,1.000,3200
000000000010000862,4000,0.000,0.00,V,23890.59,0.00,1.000,3200
000000000010000863,4000,3.000,167780.70,V,55926.90,0.00,1.000,3200
000000000010000863,3000,1.000,55926.90,V,55926.90,0.00,1.000,3200
000000000010000864,4000,7.000,3126004.70,V,446572.10,0.00,1.000,3200
000000000010000864,3000,1.000,446572.10,V,446572.10,0.00,1.000,3200
000000000080000198,2000,5.000,1084592.45,V,216918.49,0.00,1.000,3200
000000000010000865,1000,23.000,405654.22,V,17637.14,0.00,1.000,3200
000000000010000865,4000,264.000,4656204.96,V,17637.14,0.00,1.000,3200
000000000080000199,2000,3.000,1215212.61,V,405070.87,0.00,1.000,3200
000000000010000866,2000,2.000,14138.50,V,7069.25,0.00,1.000,3200
000000000010000866,4000,1.000,7069.25,V,7069.25,0.00,1.000,3200
000000000010000867,4000,1.000,68727.68,V,68727.68,0.00,1.000,3200
000000000090000050,4000,29.000,1639976.10,V,56550.90,0.00,1.000,3200
000000000010000868,4000,0.000,0.00,V,688737.72,0.00,1.000,3200
000000000030000197,3000,2.000,185431.74,V,92715.87,0.00,1.000,3200
000000000030000197,4000,0.000,0.00,V,92715.87,0.00,1.000,3200
000000000010000869,1000,6.000,4323552.18,V,720592.03,0.00,1.000,3200
000000000080000200,1000,7.000,1862161.28,V,266023.04,0.00,1.000,3200
000000000010000870,3000,10.000,830163.30,V,83016.33,0.00,1.000,3200
000000000010000871,4000,2.000,166712.12,V,83356.06,0.00,1.000,3200
000000000030000198,2000,2.000,132878.14,V,66439.07,0.00,1.000,3200
000000000010000872,2000,0.000,0.00,V,21549.71,0.00,1.000,3200
000000000010000873,2000,19.000,12452841.11,V,655412.69,0.00,1.000,3200
000000000010000873,1000,6.000,3932476.14,V,655412.69,0.00,1.000,3200
000000000010000874,1000,0.000,0.00,V,364745.83,0.00,1.000,3200
000000000030000199,3000,3.000,227411.73,V,75803.91,0.00,1.000,3200
000000000010000875,2000,2.000,1424990.98,V,712495.49,0.00,1.000,3200
000000000030000200,1000,2.000,47288.56,V,23644.28,0.00,1.000,3200
000000000080000201,1000,8.000,1137563.12,V,142195.39,0.00,1.000,3200
000000000090000051,3000,10.000,1357972.60,V,135797.26,0.00,1.000,3200
000000000010000876,4000,0.000,0.00,V,30208.21,0.00,1.000,3200
000000000010000877,4000,15.000,5139121.05,V,342608.07,0.00,1.000,3200
000000000010000877,2000,8.000,2740864.56,V,342608.07,0.00,1.000,3200
000000000010000878,2000,2.000,178062.70,V,89031.35,0.00,1.000,3200
000000000090000052,4000,38.000,5414836.60,V,142495.70,0.00,1.000,3200
000000000090000052,1000,24.000,3419896.80,V,142495.70,0.00,1.000,3200
000000000010000879,2000,2.000,650181.16,V,325090.58,0.00,1.000,3200
000000000010000879,4000,1.000,325090.58,V,325090.58,0.00,1.000,3200
000000000010000880,3000,0.000,0.00,V,90541.08,0.00,1.000,3200
000000000010000880,1000,0.000,0.00,V,90541.08,0.00,1.000,3200
000000000030000201,2000,0.000,0.00,V,79217.82,0.00,1.000,3200
000000000010000881,2000,1.000,115620.06,V,115620.06,0.00,1.000,3200
000000000010000882,2000,22.000,70331.80,V,3196.90,0.00,1.000,3200
000000000080000202,2000,9.000,2610458.19,V,290050.91,0.00,1.000,3200
000000000010000883,3000,31.000,320626.18,V,10342.78,0.00,1.000,3200
000000000080000203,2000,6.000,1678800.00,V,279800.00,0.00,1.000,3200
000000000010000884,4000,5.000,95008.00,V,19001.60,0.00,1.000,3200
000000000010000885,2000,0.000,0.00,V,120363.08,0.00,1.000,3200
000000000010000886,4000,10.000,1680671.90,V,168067.19,0.00,1.000,3200
000000000080000204,4000,23.000,6473139.09,V,281440.83,0.00,1.000,3200
000000000010000887,3000,0.000,0.00,V,72079.71,0.00,1.000,3200
000000000010000887,2000,0.000,0.00,V,72079.71,0.00,1.000,3200
000000000010000888,2000,4.000,11639.08,V,2909.77,0.00,1.000,3200
000000000010000889,4000,14.000,1799478.24,V,128534.16,0.00,1.000,3200
000000000030000202,3000,3.000,169800.96,V,56600.32,0.00,1.000,3200
000000000010000890,2000,4.000,694012.76,V,173503.19,0.00,1.000,3200
000000000010000891,2000,3.000,358277.01,V,119425.67,0.00,1.000,3200
000000000010000892,3000,0.000,0.00,V,148252.48,0.00,1.000,3200
000000000010000892,1000,0.000,0.00,V,148252.48,0.00,1.000,3200
000000000030000203,1000,0.000,0.00,V,53858.38,0.00,1.000,3200
000000000010000893,4000,2.000,275049.60,V,137524.80,0.00,1.000,3200
000000000010000893,3000,6.000,825148.80,V,137524.80,0.00,1.000,3200
000000000010000894,4000,1.000,94880.76,V,94880.76,0.00,1.000,3200
000000000010000894,1000,2.000,189761.52,V,94880.76,0.00,1.000,3200
000000000010000895,2000,0.000,0.00,V,66263.86,0.00,1.000,3200
000000000010000895,4000,0.000,0.00,V,66263.86,0.00,1.000,3200
000000000080000205,1000,3.000,390089.52,V,130029.84,0.00,1.000,3200
000000000010000896,2000,0.000,0.00,V,161435.10,0.00,1.000,3200
000000000080000206,3000,16.000,5800549.12,V,362534.32,0.00,1.000,3200
000000000010000897,2000,19.000,7691946.70,V,404839.30,0.00,1.000,3200
000000000010000898,3000,1.000,93284.66,V,93284.66,0.00,1.000,3200
000000000030000204,3000,7.000,153446.93,V,21920.99,0.00,1.000,3200
000000000010000899,3000,0.000,0.00,V,336902.02,0.00,1.000,3200
000000000090000053,3000,16.000,332317.92,V,20769.87,0.00,1.000,3200
000000000090000053,2000,24.000,498476.88,V,20769.87,0.00,1.000,3200
000000000010000900,2000,17.000,2716431.02,V,159790.06,0.00,1.000,3200
000000000010000901,4000,8.000,303458.32,V,37932.29,0.00,1.000,3200
000000000030000205,2000,1.000,132317.21,V,132317.21,0.00,1.000,3200
000000000010000902,4000,0.000,0.00,V,80223.46,0.00,1.000,3200
000000000010000902,2000,0.000,0.00,V,80223.46,0.00,1.000,3200
000000000010000903,3000,0.000,0.00,V,112948.27,0.00,1.000,3200
000000000030000206,2000,6.000,528444.96,V,88074.16,0.00,1.000,3200
000000000030000206,3000,1.000,88074.16,V,88074.16,0.00,1.000,3200
000000000010000904,1000,0.000,0.00,V,46098.90,0.00,1.000,3200
000000000010000905,1000,13.000,9078198.87,V,698322.99,0.00,1.000,3200
000000000010000906,3000,0.000,0.00,V,114026.88,0.00,1.000,3200
000000000010000906,2000,0.000,0.00,V,114026.88,0.00,1.000,3200
000000000010000907,2000,110.000,47714378.80,V,433767.08,0.00,1.000,3200
000000000010000908,2000,0.000,0.00,V,179568.64,0.00,1.000,3200
000000000030000207,1000,4.000,49256.76,V,12314.19,0.00,1.000,3200
000000000080000207,2000,19.000,7202568.07,V,379082.53,0.00,1.000,3200
000000000010000909,3000,27.000,20380183.47,V,754821.61,0.00,1.000,3200
000000000010000910,3000,7.000,3960051.48,V,565721.64,0.00,1.000,3200
000000000010000910,2000,5.000,2828608.20,V,565721.64,0.00,1.000,3200
000000000010000911,1000,1.000,620855.97,V,620855.97,0.00,1.000,3200
000000000080000208,2000,3.000,64293.24,V,21431.08,0.00,1.000,3200
000000000080000209,2000,5.000,1610991.05,V,322198.21,0.00,1.000,3200
000000000080000209,3000,5.000,1610991.05,V,322198.21,0.00,1.000,3200
000000000010000912,2000,3.000,1072151.55,V,357383.85,0.00,1.000,3200
000000000030000208,1000,7.000,1106257.46,V,158036.78,0.00,1.000,3200
000000000010000913,3000,68.000,18716167.68,V,275237.76,0.00,1.000,3200
000000000010000914,3000,14.000,706166.86,V,50440.49,0.00,1.000,3200
000000000010000915,4000,319.000,86194865.46,V,270203.34,0.00,1.000,3200
000000000010000916,2000,5.000,3354916.25,V,670983.25,0.00,1.000,3200
000000000010000917,3000,0.000,0.00,V,87884.31,0.00,1.000,3200
000000000010000918,1000,0.000,0.00,V,11529.44,0.00,1.000,3200
000000000010000919,4000,4.000,89904.56,V,22476.14,0.00,1.000,3200
000000000010000920,3000,8.000,727428.80,V,90928.60,0.00,1.000,3200
000000000010000920,2000,10.000,909286.00,V,90928.60,0.00,1.000,3200
000000000030000209,2000,5.000,3901873.30,V,780374.66,0.00,1.000,3200
000000000030000210,1000,6.000,700736.64,V,116789.44,0.00,1.000,3200
000000000010000921,2000,3.000,159451.11,V,53150.37,0.00,1.000,3200
000000000010000922,1000,1.000,16212.52,V,16212.52,0.00,1.000,3200
000000000090000054,1000,7.000,509676.58,V,72810.94,0.00,1.000,3200
000000000030000211,3000,2.000,330711.82,V,165355.91,0.00,1.000,3200
000000000010000923,1000,8.000,973194.56,V,121649.32,0.00,1.000,3200
000000000010000924,2000,50.000,1042286.00,V,20845.72,0.00,1.000,3200
000000000010000925,2000,0.000,0.00,V,8892.74,0.00,1.000,3200
000000000010000926,4000,0.000,0.00,V,160882.47,0.00,1.000,3200
000000000010000927,4000,11.000,49782.48,V,4525.68,0.00,1.000,3200
000000000010000927,1000,33.000,149347.44,V,4525.68,0.00,1.000,3200
000000000010000928,1000,25.000,3507932.50,V,140317.30,0.00,1.000,3200
000000000010000929,1000,78.000,812024.46,V,10410.57,0.00,1.000,3200
000000000030000212,1000,3.000,233282.07,V,77760.69,0.00,1.000,3200
000000000090000055,2000,35.000,4044582.50,V,115559.50,0.00,1.000,3200
000000000010000930,1000,0.000,0.00,V,148747.25,0.00,1.000,3200
000000000030000213,4000,0.000,0.00,V,424566.45,0.00,1.000,3200
000000000010000931,2000,0.000,0.00,V,7675.69,0.00,1.000,3200
000000000010000932,3000,6.000,117231.30,V,19538.55,0.00,1.000,3200
000000000010000933,1000,0.000,0.00,V,58910.31,0.00,1.000,3200
000000000010000934,3000,8.000,1173058.48,V,146632.31,0.00,1.000,3200
000000000010000935,2000,0.000,0.00,V,45677.96,0.00,1.000,3200
000000000010000936,2000,12.000,1439874.48,V,119989.54,0.00,1.000,3200
000000000080000210,4000,8.000,2706449.28,V,338306.16,0.00,1.000,3200
000000000090000056,1000,11.000,1098016.81,V,99819.71,0.00,1.000,3200
000000000010000937,2000,7.000,454432.79,V,64918.97,0.00,1.000,3200
000000000090000057,4000,25.000,274411.00,V,10976.44,0.00,1.000,3200
000000000030000214,3000,3.000,2048702.79,V,682900.93,0.00,1.000,3200
000000000010000938,3000,4.000,702481.24,V,175620.31,0.00,1.000,3200
000000000010000938,2000,7.000,1229342.17,V,175620.31,0.00,1.000,3200
000000000010000939,1000,0.000,0.00,V,95823.91,0.00,1.000,3200
000000000030000215,1000,3.000,296982.00,V,98994.00,0.00,1.000,3200
000000000010000940,3000,11.000,1892160.49,V,172014.59,0.00,1.000,3200
000000000030000216,4000,3.000,513679.44,V,171226.48,0.00,1.000,3200
000000000080000211,1000,19.000,2008345.98,V,105702.42,0.00,1.000,3200
000000000030000217,4000,9.000,928725.39,V,103191.71,0.00,1.000,3200
000000000030000217,3000,0.000,0.00,V,103191.71,0.00,1.000,3200
000000000080000212,2000,16.000,5179736.80,V,323733.55,0.00,1.000,3200
000000000080000212,3000,27.000,8740805.85,V,323733.55,0.00,1.000,3200
000000000090000058,4000,5.000,460991.25,V,92198.25,0.00,1.000,3200
000000000010000941,1000,60.000,7562568.60,V,126042.81,0.00,1.000,3200
000000000010000941,3000,114.000,14368880.34,V,126042.81,0.00,1.000,3200
000000000010000942,3000,31.000,3842430.16,V,123949.36,0.00,1.000,3200
000000000010000942,4000,1.000,123949.36,V,123949.36,0.00,1.000,3200
000000000030000218,1000,0.000,0.00,V,80544.26,0.00,1.000,3200
000000000010000943,4000,7.000,1087373.00,V,155339.00,0.00,1.000,3200
000000000010000944,2000,3.000,294366.36,V,98122.12,0.00,1.000,3200
000000000010000945,2000,18.000,150219.00,V,8345.50,0.00,1.000,3200
000000000010000945,3000,26.000,216983.00,V,8345.50,0.00,1.000,3200
000000000010000946,4000,0.000,0.00,V,129566.53,0.00,1.000,3200
000000000010000946,3000,0.000,0.00,V,129566.53,0.00,1.000,3200
000000000030000219,1000,5.000,302368.25,V,60473.65,0.00,1.000,3200
000000000010000947,4000,6.000,466474.92,V,77745.82,0.00,1.000,3200
000000000010000948,4000,5.000,806141.80,V,161228.36,0.00,1.000,3200
000000000010000949,3000,13.000,258589.24,V,19891.48,0.00,1.000,3200
000000000030000220,2000,6.000,988191.66,V,164698.61,0.00,1.000,3200
000000000010000950,1000,0.000,0.00,V,144271.85,0.00,1.000,3200
000000000080000213,2000,4.000,1273628.72,V,318407.18,0.00,1.000,3200
000000000010000951,1000,2.000,99978.76,V,49989.38,0.00,1.000,3200
000000000010000952,4000,1.000,623992.96,V,623992.96,0.00,1.000,3200
000000000080000214,3000,4.000,649555.68,V,162388.92,0.00,1.000,3200
000000000080000214,1000,4.000,649555.68,V,162388.92,0.00,1.000,3200
000000000010000953,2000,3.000,170946.33,V,56982.11,0.00,1.000,3200
000000000010000954,3000,0.000,0.00,V,16842.69,0.00,1.000,3200
000000000010000955,1000,0.000,0.00,V,324198.34,0.00,1.000,3200
000000000010000955,4000,0.000,0.00,V,324198.34,0.00,1.000,3200
000000000010000956,1000,5.000,319166.80,V,63833.36,0.00,1.000,3200
000000000010000957,2000,5.000,829736.20,V,165947.24,0.00,1.000,3200
000000000010000957,1000,3.000,497841.72,V,165947.24,0.00,1.000,3200
000000000010000958,1000,17.000,2340539.94,V,137678.82,0.00,1.000,3200
000000000090000059,4000,17.000,2941968.32,V,173056.96,0.00,1.000,3200
000000000030000221,4000,0.000,0.00,V,169157.20,0.00,1.000,3200
000000000010000959,4000,111.000,49095427.65,V,442301.15,0.00,1.000,3200
000000000030000222,1000,0.000,0.00,V,94650.78,0.00,1.000,3200
000000000030000222,2000,2.000,189301.56,V,94650.78,0.00,1.000,3200
000000000010000960,1000,0.000,0.00,V,57914.15,0.00,1.000,3200
000000000010000961,1000,0.000,0.00,V,171506.04,0.00,1.000,3200
000000000010000961,4000,14.000,2401084.56,V,171506.04,0.00,1.000,3200
000000000010000962,2000,37.000,663730.05,V,17938.65,0.00,1.000,3200
000000000010000962,1000,91.000,1632417.15,V,17938.65,0.00,1.000,3200
000000000030000223,4000,3.000,340384.38,V,113461.46,0.00,1.000,3200
000000000030000223,3000,0.000,0.00,V,113461.46,0.00,1.000,3200
000000000030000224,2000,4.000,125743.96,V,31435.99,0.00,1.000,3200
000000000030000224,4000,4.000,125743.96,V,31435.99,0.00,1.000,3200
000000000010000963,4000,7.000,316795.01,V,45256.43,0.00,1.000,3200
000000000010000964,2000,6.000,86857.56,V,14476.26,0.00,1.000,3200
000000000010000965,4000,23.000,1539152.41,V,66919.67,0.00,1.000,3200
000000000010000966,2000,0.000,0.00,V,23055.40,0.00,1.000,3200
000000000030000225,1000,4.000,207563.96,V,51890.99,0.00,1.000,3200
000000000030000225,4000,4.000,207563.96,V,51890.99,0.00,1.000,3200
000000000010000967,1000,27.000,95847.84,V,3549.92,0.00,1.000,3200
000000000030000226,1000,4.000,38942.00,V,9735.50,0.00,1.000,3200
000000000010000968,2000,0.000,0.00,V,71914.23,0.00,1.000,3200
000000000010000968,4000,0.000,0.00,V,71914.23,0.00,1.000,3200
000000000080000215,4000,0.000,0.00,V,69833.28,0.00,1.000,3200
000000000030000227,3000,0.000,0.00,V,20114.16,0.00,1.000,3200
000000000010000969,1000,0.000,0.00,V,143216.33,0.00,1.000,3200
000000000010000970,1000,92.000,133878.40,V,1455.20,0.00,1.000,3200
000000000010000971,3000,16.000,195953.12,V,12247.07,0.00,1.000,3200
000000000010000972,4000,74.000,383275.60,V,5179.40,0.00,1.000,3200
000000000010000973,2000,2.000,69968.62,V,34984.31,0.00,1.000,3200
000000000030000228,2000,1.000,617956.62,V,617956.62,0.00,1.000,3200
000000000010000974,3000,8.000,304039.36,V,38004.92,0.00,1.000,3200
000000000010000975,2000,0.000,0.00,V,139249.16,0.00,1.000,3200
000000000030000229,3000,3.000,81792.54,V,27264.18,0.00,1.000,3200
000000000010000976,1000,9.000,1377798.39,V,153088.71,0.00,1.000,3200
000000000010000977,2000,0.000,0.00,V,65257.24,0.00,1.000,3200
000000000090000060,3000,23.000,3526752.61,V,153337.07,0.00,1.000,3200
000000000090000060,1000,32.000,4906786.24,V,153337.07,0.00,1.000,3200
000000000080000216,1000,9.000,2491653.24,V,276850.36,0.00,1.000,3200
000000000080000216,4000,6.000,1661102.16,V,276850.36,0.00,1.000,3200
000000000030000230,1000,4.000,1383512.52,V,345878.13,0.00,1.000,3200
000000000030000230,4000,1.000,345878.13,V,345878.13,0.00,1.000,3200
000000000030000231,1000,3.000,168356.22,V,56118.74,0.00,1.000,3200
000000000030000232,1000,2.000,301895.28,V,150947.64,0.00,1.000,3200
000000000010000978,4000,0.000,0.00,V,461520.25,0.00,1.000,3200
000000000080000217,2000,5.000,1103544.00,V,220708.80,0.00,1.000,3200
000000000010000979,2000,0.000,0.00,V,43049.20,0.00,1.000,3200
000000000010000980,4000,0.000,0.00,V,178022.82,0.00,1.000,3200
000000000010000981,3000,2.000,53252.32,V,26626.16,0.00,1.000,3200
000000000090000061,3000,12.000,22623.48,V,1885.29,0.00,1.000,3200
000000000030000233,1000,4.000,185299.88,V,46324.97,0.00,1.000,3200
000000000030000233,4000,7.000,324274.79,V,46324.97,0.00,1.000,3200
000000000090000062,4000,27.000,2372258.34,V,87861.42,0.00,1.000,3200
000000000010000982,2000,5.000,2441955.40,V,488391.08,0.00,1.000,3200
000000000030000234,1000,0.000,0.00,V,247763.14,0.00,1.000,3200
000000000030000235,4000,4.000,457777.92,V,114444.48,0.00,1.000,3200
000000000010000983,4000,20.000,1083228.00,V,54161.40,0.00,1.000,3200
000000000010000984,3000,0.000,0.00,V,33764.48,0.00,1.000,3200
000000000010000985,4000,106.000,175054.76,V,1651.46,0.00,1.000,3200
000000000080000218,3000,3.000,1317422.94,V,439140.98,0.00,1.000,3200
000000000080000218,1000,9.000,3952268.82,V,439140.98,0.00,1.000,3200
000000000030000236,2000,3.000,106165.02,V,35388.34,0.00,1.000,3200
000000000010000986,2000,0.000,0.00,V,127542.02,0.00,1.000,3200
000000000010000987,3000,0.000,0.00,V,158106.24,0.00,1.000,3200
000000000010000988,1000,2.000,926370.88,V,463185.44,0.00,1.000,3200
000000000010000989,1000,7.000,783359.99,V,111908.57,0.00,1.000,3200
000000000010000990,2000,17.000,1929199.61,V,113482.33,0.00,1.000,3200
000000000010000990,3000,0.000,0.00,V,113482.33,0.00,1.000,3200
000000000010000991,3000,145.000,99374.30,V,685.34,0.00,1.000,3200
