Matnr,Werks,Lgort,Charg,Clabs
000000000010001126,3000,SP03,6000002427,142.000
000000000010001128,4000,SP04,6000002428,2.888
000000000010001128,4000,SP04,6000002429,9.112
000000000010001129,3000,SP03,6000002430,2.268
000000000010001129,3000,SP03,6000002431,4.732
000000000010001130,2000,SP02,6000002432,4.000
000000000010001131,3000,SP03,6000002433,6.000
000000000010001132,4000,SP04,6000002434,2.000
000000000010001133,1000,SP01,6000002435,20.722
000000000010001133,1000,SP01,6000002436,0.278
000000000010001133,3000,SP03,6000002437,37.815
000000000010001133,3000,SP03,6000002438,7.369
000000000010001133,3000,SP03,6000002439,82.816
000000000010001134,3000,SP03,6000002440,94.807
000000000010001134,3000,SP03,6000002441,8.193
000000000090000068,4000,SP04,6000002442,26.000
000000000010001135,2000,SP02,6000002443,94.000
000000000010001136,3000,SP03,6000002444,8.112
000000000010001136,3000,SP03,6000002445,6.888
000000000090000069,3000,SP03,6000002446,3.748
000000000090000069,3000,SP03,6000002447,26.252
000000000010001137,2000,SP02,6000002448,33.264
000000000010001137,2000,SP02,6000002449,64.736
000000000010001138,1000,SP01,6000002450,2.220
000000000010001138,1000,SP01,6000002451,3.780
000000000010001139,1000,SP01,6000002452,4.000
000000000010001140,1000,SP01,6000002453,39.011
000000000010001140,1000,SP01,6000002454,4.989
000000000010001140,3000,SP03,6000002455,31.000
000000000010001142,2000,SP02,6000002456,7.559
000000000010001142,2000,SP02,6000002457,4.318
000000000010001142,2000,SP02,6000002458,3.123
000000000010001144,1000,SP01,6000002459,4.000
000000000090000070,4000,SP04,6000002460,7.221
000000000090000070,4000,SP04,6000002461,1.347
000000000090000070,4000,SP04,6000002462,9.432
000000000010001145,3000,SP03,6000002463,1.000
000000000010001147,3000,SP03,6000002464,1.000
000000000010001148,4000,SP04,6000002465,4.000
000000000030000272,1000,SP01,6000002466,2.000
000000000010001150,4000,SP04,6000002467,35.742
000000000010001150,4000,SP04,6000002468,30.258
000000000030000273,4000,SP04,6000002469,4.000
000000000010001153,3000,SP03,6000002470,5.920
000000000010001153,3000,SP03,6000002471,0.080
000000000080000242,2000,SP02,6000002472,3.000
000000000080000242,3000,SP03,6000002473,3.000
000000000030000275,1000,SP01,6000002474,3.000
000000000010001154,3000,SP03,6000002475,9.951
000000000010001154,3000,SP03,6000002476,1.049
000000000010001155,3000,SP03,6000002477,125.000
000000000010001156,3000,SP03,6000002478,8.783
000000000010001156,3000,SP03,6000002479,0.217
000000000080000243,3000,SP03,6000002480,1.000
000000000090000071,1000,SP01,6000002481,4.894
000000000090000071,1000,SP01,6000002482,10.431
000000000090000071,1000,SP01,6000002483,13.675
000000000090000072,1000,SP01,6000002484,30.000
000000000010001158,1000,SP01,6000002485,11.000
000000000090000073,1000,SP01,6000002486,12.000
000000000080000244,1000,SP01,6000002487,1.000
000000000080000245,4000,SP04,6000002488,0.905
000000000080000245,4000,SP04,6000002489,0.551
000000000080000245,4000,SP04,6000002490,4.544
000000000010001160,4000,SP04,6000002491,4.000
000000000030000279,2000,SP02,6000002492,1.000
000000000030000280,2000,SP02,6000002493,5.000
000000000010001161,1000,SP01,6000002494,12.000
000000000010001162,3000,SP03,6000002495,19.000
000000000090000074,2000,SP02,6000002496,7.784
000000000090000074,2000,SP02,6000002497,1.970
000000000090000074,2000,SP02,6000002498,11.246
000000000010001163,3000,SP03,6000002499,4.000
000000000010001164,1000,SP01,6000002500,7.988
000000000010001164,1000,SP01,6000002501,2.012
000000000010001164,3000,SP03,6000002502,3.000
000000000080000246,1000,SP01,6000002503,1.088
000000000080000246,1000,SP01,6000002504,0.536
000000000080000246,1000,SP01,6000002505,5.376
000000000080000246,4000,SP04,6000002506,2.000
000000000010001166,4000,SP04,6000002507,1.903
000000000010001166,4000,SP04,6000002508,6.097
000000000010001167,4000,SP04,6000002509,197.000
000000000010001168,2000,SP02,6000002510,20.000
000000000010001169,4000,SP04,6000002511,2.194
000000000010001169,4000,SP04,6000002512,2.752
000000000010001169,4000,SP04,6000002513,3.054
000000000010001169,1000,SP01,6000002514,2.000
000000000010001171,4000,SP04,6000002515,6.000
000000000010001172,1000,SP01,6000002516,19.000
000000000030000281,3000,SP03,6000002517,1.000
000000000010001174,4000,SP04,6000002518,77.964
000000000010001174,4000,SP04,6000002519,11.036
000000000010001175,4000,SP04,6000002520,23.858
000000000010001175,4000,SP04,6000002521,39.142
000000000030000282,1000,SP01,6000002522,3.000
000000000010001176,4000,SP04,6000002523,1.000
000000000030000283,1000,SP01,6000002524,2.000
000000000010001177,2000,SP02,6000002525,4.000
000000000010001177,3000,SP03,6000002526,4.000
000000000080000247,1000,SP01,6000002527,3.000
000000000010001178,4000,SP04,6000002528,8.000
000000000010001178,2000,SP02,6000002529,5.372
000000000010001178,2000,SP02,6000002530,2.628
000000000030000284,2000,SP02,6000002531,3.000
000000000010001180,4000,SP04,6000002532,8.000
000000000010001181,1000,SP01,6000002533,6.157
000000000010001181,1000,SP01,6000002534,1.843
000000000010001182,4000,SP04,6000002535,9.586
000000000010001182,4000,SP04,6000002536,4.612
000000000010001182,4000,SP04,6000002537,0.802
000000000010001182,3000,SP03,6000002538,15.951
000000000010001182,3000,SP03,6000002539,6.314
000000000010001182,3000,SP03,6000002540,0.670
000000000010001182,3000,SP03,6000002541,9.065
000000000010001183,2000,SP02,6000002542,5.000
000000000010001183,3000,SP03,6000002543,1.000
000000000010001184,1000,SP01,6000002544,65.701
000000000010001184,1000,SP01,6000002545,110.299
000000000030000285,4000,SP04,6000002546,3.000
000000000030000286,1000,SP01,6000002547,4.000
000000000010001186,3000,SP03,6000002548,7.000
000000000030000287,4000,SP04,6000002549,3.000
000000000010001190,4000,SP04,6000002550,3.000
000000000080000248,2000,SP02,6000002551,2.000
000000000080000248,4000,SP04,6000002552,1.530
000000000080000248,4000,SP04,6000002553,8.460
000000000080000248,4000,SP04,6000002554,0.010
000000000010001192,4000,SP04,6000002555,1.562
000000000010001192,4000,SP04,6000002556,4.438
000000000010001193,4000,SP04,6000002557,55.000
000000000010001195,2000,SP02,6000002558,5.129
000000000010001195,2000,SP02,6000002559,7.223
000000000010001195,2000,SP02,6000002560,15.648
000000000010001195,3000,SP03,6000002561,0.155
000000000010001195,3000,SP03,6000002562,5.845
000000000010001196,4000,SP04,6000002563,28.506
000000000010001196,4000,SP04,6000002564,6.494
000000000010001197,1000,SP01,6000002565,4.000
000000000010001198,1000,SP01,6000002566,9.344
000000000010001198,1000,SP01,6000002567,5.509
000000000010001198,1000,SP01,6000002568,2.147
000000000010001198,4000,SP04,6000002569,0.763
000000000010001198,4000,SP04,6000002570,15.237
000000000010001199,3000,SP03,6000002571,1.000
000000000080000249,1000,SP01,6000002572,7.721
000000000080000249,1000,SP01,6000002573,0.279
000000000080000250,2000,SP02,6000002574,2.858
000000000080000250,2000,SP02,6000002575,3.142
000000000010001200,1000,SP01,6000002576,64.000
000000000010001201,2000,SP02,6000002577,2.729
000000000010001201,2000,SP02,6000002578,1.756
000000000010001201,2000,SP02,6000002579,0.352
000000000010001201,2000,SP02,6000002580,0.163
000000000010001201,3000,SP03,6000002581,2.533
000000000010001201,3000,SP03,6000002582,3.476
000000000010001201,3000,SP03,6000002583,1.439
000000000010001201,3000,SP03,6000002584,3.552
000000000010001203,4000,SP04,6000002585,93.000
000000000010001204,4000,SP04,6000002586,1.000
000000000010001204,3000,SP03,6000002587,2.000
000000000010001206,3000,SP03,6000002588,3.000
000000000010001207,4000,SP04,6000002589,15.402
000000000010001207,4000,SP04,6000002590,3.213
000000000010001207,4000,SP04,6000002591,2.385
000000000010001210,4000,SP04,6000002592,141.000
000000000010001210,3000,SP03,6000002593,96.000
000000000030000289,4000,SP04,6000002594,2.000
000000000090000075,1000,SP01,6000002595,5.362
000000000090000075,1000,SP01,6000002596,4.638
000000000090000075,4000,SP04,6000002597,6.000
000000000010001211,1000,SP01,6000002598,12.000
000000000010001213,2000,SP02,6000002599,32.191
000000000010001213,2000,SP02,6000002600,32.809
000000000030000291,4000,SP04,6000002601,4.000
000000000030000291,1000,SP01,6000002602,1.000
000000000010001215,2000,SP02,6000002603,23.000
000000000010001217,3000,SP03,6000002604,2.000
000000000010001217,1000,SP01,6000002605,3.000
000000000030000293,3000,SP03,6000002606,1.000
000000000080000251,2000,SP02,6000002607,6.000
000000000030000294,2000,SP02,6000002608,1.765
000000000030000294,2000,SP02,6000002609,4.752
000000000030000294,2000,SP02,6000002610,1.483
000000000030000294,1000,SP01,6000002611,2.000
000000000030000295,3000,SP03,6000002612,6.000
000000000010001219,1000,SP01,6000002613,2.000
000000000010001220,3000,SP03,6000002614,3.000
000000000010001221,2000,SP02,6000002615,1.430
000000000010001221,2000,SP02,6000002616,16.570
000000000010001221,3000,SP03,6000002617,2.000
000000000010001223,4000,SP04,6000002618,6.708
000000000010001223,4000,SP04,6000002619,1.699
000000000010001223,4000,SP04,6000002620,1.593
000000000080000252,1000,SP01,6000002621,0.806
000000000080000252,1000,SP01,6000002622,5.194
000000000010001224,2000,SP02,6000002623,56.000
000000000010001225,2000,SP02,6000002624,12.431
000000000010001225,2000,SP02,6000002625,107.569
000000000010001227,1000,SP01,6000002626,2.000
000000000080000253,3000,SP03,6000002627,4.000
000000000080000254,4000,SP04,6000002628,16.000
000000000010001228,1000,SP01,6000002629,2.000
000000000010001228,4000,SP04,6000002630,3.000
000000000010001229,1000,SP01,6000002631,4.000
000000000010001229,4000,SP04,6000002632,1.000
000000000030000297,3000,SP03,6000002633,4.000
000000000080000255,4000,SP04,6000002634,3.826
000000000080000255,4000,SP04,6000002635,0.522
000000000080000255,4000,SP04,6000002636,2.652
000000000010001231,1000,SP01,6000002637,17.016
000000000010001231,1000,SP01,6000002638,139.042
000000000010001231,1000,SP01,6000002639,33.134
000000000010001231,1000,SP01,6000002640,19.808
000000000030000299,2000,SP02,6000002641,1.925
000000000030000299,2000,SP02,6000002642,3.075
000000000080000256,1000,SP01,6000002643,9.000
000000000010001232,2000,SP02,6000002644,24.000
000000000080000257,2000,SP02,6000002645,3.029
000000000080000257,2000,SP02,6000002646,0.300
000000000080000257,2000,SP02,6000002647,2.671
000000000010001233,3000,SP03,6000002648,9.000
000000000010001236,4000,SP04,6000002649,100.849
000000000010001236,4000,SP04,6000002650,15.151
000000000010001236,2000,SP02,6000002651,15.000
000000000010001237,2000,SP02,6000002652,1.000
000000000010001238,3000,SP03,6000002653,9.000
000000000090000076,4000,SP04,6000002654,3.628
000000000090000076,4000,SP04,6000002655,3.372
000000000010001239,4000,SP04,6000002656,6.000
000000000010001240,2000,SP02,6000002657,1.000
000000000030000300,3000,SP03,6000002658,1.737
000000000030000300,3000,SP03,6000002659,4.263
000000000010001241,3000,SP03,6000002660,5.000
000000000010001242,1000,SP01,6000002661,10.159
000000000010001242,1000,SP01,6000002662,1.841
000000000010001243,4000,SP04,6000002663,137.398
000000000010001243,4000,SP04,6000002664,9.602
000000000010001243,3000,SP03,6000002665,9.000
000000000010001244,4000,SP04,6000002666,1.590
000000000010001244,4000,SP04,6000002667,4.410
000000000010001245,1000,SP01,6000002668,38.421
000000000010001245,1000,SP01,6000002669,5.009
000000000010001245,1000,SP01,6000002670,34.570
000000000080000258,4000,SP04,6000002671,4.000
000000000080000258,2000,SP02,6000002672,4.000
000000000090000077,1000,SP01,6000002673,0.172
000000000090000077,1000,SP01,6000002674,2.707
000000000090000077,1000,SP01,6000002675,3.121
000000000010001249,3000,SP03,6000002676,2.000
000000000010001250,4000,SP04,6000002677,10.243
000000000010001250,4000,SP04,6000002678,2.078
000000000010001250,4000,SP04,6000002679,3.494
000000000010001250,4000,SP04,6000002680,8.185
000000000080000259,1000,SP01,6000002681,6.000
000000000010001251,2000,SP02,6000002682,0.207
000000000010001251,2000,SP02,6000002683,4.793
000000000010001254,4000,SP04,6000002684,17.107
000000000010001254,4000,SP04,6000002685,18.608
000000000010001254,4000,SP04,6000002686,17.878
000000000010001254,4000,SP04,6000002687,78.407
000000000010001255,3000,SP03,6000002688,0.048
000000000010001255,3000,SP03,6000002689,0.239
000000000010001255,3000,SP03,6000002690,1.416
000000000010001255,3000,SP03,6000002691,5.297
000000000010001256,1000,SP01,6000002692,82.756
000000000010001256,1000,SP01,6000002693,114.244
000000000010001256,4000,SP04,6000002694,56.406
000000000010001256,4000,SP04,6000002695,23.594
000000000010001258,4000,SP04,6000002696,6.969
000000000010001258,4000,SP04,6000002697,7.043
000000000010001258,4000,SP04,6000002698,0.988
000000000090000078,3000,SP03,6000002699,2.120
000000000090000078,3000,SP03,6000002700,11.880
000000000090000078,4000,SP04,6000002701,1.398
000000000090000078,4000,SP04,6000002702,30.602
000000000010001259,1000,SP01,6000002703,2.000
000000000010001260,2000,SP02,6000002704,6.119
000000000010001260,2000,SP02,6000002705,4.870
000000000010001260,2000,SP02,6000002706,13.147
000000000010001260,2000,SP02,6000002707,3.864
000000000080000260,4000,SP04,6000002708,1.000
000000000010001261,3000,SP03,6000002709,7.000
000000000080000261,3000,SP03,6000002710,12.767
000000000080000261,3000,SP03,6000002711,5.348
000000000080000261,3000,SP03,6000002712,1.885
000000000010001263,1000,SP01,6000002713,40.000
000000000010001266,1000,SP01,6000002714,2.000
000000000010001267,3000,SP03,6000002715,2.000
000000000010001268,4000,SP04,6000002716,2.673
000000000010001268,4000,SP04,6000002717,11.327
000000000080000262,2000,SP02,6000002718,8.000
000000000080000262,1000,SP01,6000002719,6.064
000000000080000262,1000,SP01,6000002720,0.936
000000000030000302,1000,SP01,6000002721,3.000
000000000010001270,4000,SP04,6000002722,2.342
000000000010001270,4000,SP04,6000002723,4.658
000000000090000079,2000,SP02,6000002724,31.311
000000000090000079,2000,SP02,6000002725,4.689
000000000090000079,4000,SP04,6000002726,2.686
000000000090000079,4000,SP04,6000002727,2.629
000000000090000079,4000,SP04,6000002728,0.685
000000000010001272,1000,SP01,6000002729,14.000
000000000010001273,1000,SP01,6000002730,10.000
000000000010001275,1000,SP01,6000002731,4.000
000000000010001276,2000,SP02,6000002732,2.025
000000000010001276,2000,SP02,6000002733,1.079
000000000010001276,2000,SP02,6000002734,1.896
000000000010001277,4000,SP04,6000002735,11.000
000000000010001278,4000,SP04,6000002736,4.568
000000000010001278,4000,SP04,6000002737,165.432
000000000010001280,4000,SP04,6000002738,6.528
000000000010001280,4000,SP04,6000002739,2.472
000000000010001281,1000,SP01,6000002740,14.000
000000000090000080,2000,SP02,6000002741,5.982
000000000090000080,2000,SP02,6000002742,0.018
000000000090000080,4000,SP04,6000002743,14.198
000000000090000080,4000,SP04,6000002744,9.802
000000000030000304,2000,SP02,6000002745,1.552
000000000030000304,2000,SP02,6000002746,0.617
000000000030000304,2000,SP02,6000002747,3.831
000000000080000263,3000,SP03,6000002748,6.771
000000000080000263,3000,SP03,6000002749,8.229
000000000010001282,4000,SP04,6000002750,3.000
000000000010001283,1000,SP01,6000002751,73.000
000000000010001283,3000,SP03,6000002752,49.000
000000000010001284,2000,SP02,6000002753,39.000
000000000010001285,3000,SP03,6000002754,18.000
000000000030000305,3000,SP03,6000002755,2.000
000000000010001286,2000,SP02,6000002756,4.236
000000000010001286,2000,SP02,6000002757,0.764
000000000080000264,4000,SP04,6000002758,1.637
000000000080000264,4000,SP04,6000002759,0.851
000000000080000264,4000,SP04,6000002760,2.512
000000000010001288,3000,SP03,6000002761,6.730
000000000010001288,3000,SP03,6000002762,0.270
000000000010001289,2000,SP02,6000002763,5.000
000000000010001290,2000,SP02,6000002764,4.000
000000000010001292,2000,SP02,6000002765,2.000
000000000010001293,3000,SP03,6000002766,1.000
000000000010001294,1000,SP01,6000002767,73.000
000000000010001295,2000,SP02,6000002768,10.000
000000000030000307,2000,SP02,6000002769,2.000
000000000030000308,1000,SP01,6000002770,4.000
000000000010001297,1000,SP01,6000002771,13.000
000000000010001298,4000,SP04,6000002772,2.000
000000000010001298,2000,SP02,6000002773,1.000
000000000010001300,3000,SP03,6000002774,4.016
000000000010001300,3000,SP03,6000002775,4.984
000000000010001300,4000,SP04,6000002776,5.923
000000000010001300,4000,SP04,6000002777,8.077
000000000090000081,1000,SP01,6000002778,0.310
000000000090000081,1000,SP01,6000002779,7.404
000000000090000081,1000,SP01,6000002780,4.286
000000000090000081,4000,SP04,6000002781,5.877
000000000090000081,4000,SP04,6000002782,3.187
000000000090000081,4000,SP04,6000002783,5.936
000000000010001301,1000,SP01,6000002784,1.542
000000000010001301,1000,SP01,6000002785,6.458
000000000010001303,4000,SP04,6000002786,137.000
000000000080000265,2000,SP02,6000002787,10.463
000000000080000265,2000,SP02,6000002788,2.537
000000000010001304,1000,SP01,6000002789,143.000
000000000010001305,2000,SP02,6000002790,2.000
000000000010001306,3000,SP03,6000002791,3.000
000000000010001307,3000,SP03,6000002792,1.000
000000000080000266,3000,SP03,6000002793,3.865
000000000080000266,3000,SP03,6000002794,3.135
000000000010001308,2000,SP02,6000002795,143.000
000000000010001309,2000,SP02,6000002796,6.000
000000000080000267,4000,SP04,6000002797,3.000
000000000030000312,2000,SP02,6000002798,4.000
000000000030000312,3000,SP03,6000002799,3.000
000000000010001311,4000,SP04,6000002800,2.148
000000000010001311,4000,SP04,6000002801,4.073
000000000010001311,4000,SP04,6000002802,4.779
000000000010001312,3000,SP03,6000002803,2.377
000000000010001312,3000,SP03,6000002804,1.055
000000000010001312,3000,SP03,6000002805,3.577
000000000010001312,3000,SP03,6000002806,0.991
000000000090000082,1000,SP01,6000002807,8.369
000000000090000082,1000,SP01,6000002808,0.614
000000000090000082,1000,SP01,6000002809,2.017
000000000090000082,4000,SP04,6000002810,16.000
000000000010001313,3000,SP03,6000002811,12.621
000000000010001313,3000,SP03,6000002812,79.379
000000000010001314,3000,SP03,6000002813,3.264
000000000010001314,3000,SP03,6000002814,18.871
000000000010001314,3000,SP03,6000002815,23.865
000000000010001315,4000,SP04,6000002816,67.000
000000000090000083,4000,SP04,6000002817,10.105
000000000090000083,4000,SP04,6000002818,6.895
000000000010001317,3000,SP03,6000002819,20.000
000000000010001319,1000,SP01,6000002820,3.558
000000000010001319,1000,SP01,6000002821,1.442
000000000010001320,3000,SP03,6000002822,65.000
000000000010001321,1000,SP01,6000002823,3.000
000000000010001321,2000,SP02,6000002824,2.000
000000000030000313,1000,SP01,6000002825,1.000
000000000030000314,4000,SP04,6000002826,1.000
000000000090000084,3000,SP03,6000002827,27.000
000000000010001323,1000,SP01,6000002828,5.000
000000000010001324,2000,SP02,6000002829,35.000
000000000010001325,4000,SP04,6000002830,8.000
000000000030000315,2000,SP02,6000002831,4.000
