Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900000133,2025,0001,201,000000000080000001,1000,SP01,,H,345937.30,5.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ01,1000-MECH,,,,,,,2025-09-04T00:00:00,2025-09-04T00:00:00
4900000134,2025,0001,261,000000000080000001,1000,SP01,,H,484312.22,7.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ02,,417733894,,,,,,2025-10-30T00:00:00,2025-10-30T00:00:00
4900000135,2025,0001,101,000000000080000001,1000,SP01,0001000016,S,1106999.36,16.000,EA,4500000038,00010,GR AGAINST PO,,,,,,,,,2025-12-19T00:00:00,2025-12-19T00:00:00
4900000136,2025,0001,201,000000000080000001,1000,SP01,,H,553499.68,8.000,EA,,,CHANGEOUT CR-101,VZIREQ01,1000-MECH,,,,,,,2025-12-30T00:00:00,2025-12-30T00:00:00
4900000137,2026,0001,261,000000000080000001,1000,SP01,,H,484312.22,7.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,418918068,,,,,,2026-07-20T00:00:00,2026-07-20T00:00:00
4900000138,2024,0001,261,000000000080000001,4000,SP04,,H,415124.76,6.000,EA,,,ISSUED TO CV-501,VZIREQ04,,447943706,,,,,,2024-09-06T00:00:00,2024-09-06T00:00:00
4900000139,2024,0001,261,000000000080000001,4000,SP04,,H,138374.92,2.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ04,,444550352,,,,,,2024-10-01T00:00:00,2024-10-01T00:00:00
4900000140,2024,0001,101,000000000080000001,4000,SP04,0001000016,S,691874.60,10.000,EA,4500000040,00010,GR AGAINST PO,,,,,,,,,2024-10-29T00:00:00,2024-10-29T00:00:00
4900000141,2024,0001,261,000000000080000001,4000,SP04,,H,138374.92,2.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,,448562887,,,,,,2024-12-02T00:00:00,2024-12-02T00:00:00
4900000142,2025,0001,261,000000000080000001,4000,SP04,,H,207562.38,3.000,EA,,,CHANGEOUT ML-202,VZIREQ04,,448040692,,,,,,2025-02-15T00:00:00,2025-02-15T00:00:00
4900000143,2025,0001,101,000000000080000001,4000,SP04,0001000016,S,484312.22,7.000,EA,4500000041,00010,GR AGAINST PO,,,,,,,,,2025-04-08T00:00:00,2025-04-08T00:00:00
4900000144,2025,0001,261,000000000080000001,4000,SP04,,H,415124.76,6.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ02,,446373140,,,,,,2025-04-27T00:00:00,2025-04-27T00:00:00
4900000145,2025,0001,261,000000000080000001,4000,SP04,,H,138374.92,2.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ04,,449656707,,,,,,2025-06-26T00:00:00,2025-06-26T00:00:00
4900000146,2025,0001,101,000000000080000001,4000,SP04,0001000016,S,415124.76,6.000,EA,4500000042,00010,GR AGAINST PO,,,,,,,,,2025-07-21T00:00:00,2025-07-21T00:00:00
4900000147,2025,0001,201,000000000080000001,4000,SP04,,H,415124.76,6.000,EA,,,ISSUED TO CR-101,VZIREQ02,4000-MECH,,,,,,,2025-08-25T00:00:00,2025-08-25T00:00:00
4900000148,2025,0001,101,000000000080000001,4000,SP04,0001000016,S,553499.68,8.000,EA,4500000043,00010,GR AGAINST PO,,,,,,,,,2025-10-21T00:00:00,2025-10-21T00:00:00
4900000149,2026,0001,261,000000000080000001,4000,SP04,,H,207562.38,3.000,EA,,,ISSUED TO PU-611,VZIREQ04,,449403169,,,,,,2026-03-05T00:00:00,2026-03-05T00:00:00
4900000150,2026,0001,201,000000000080000001,4000,SP04,,H,345937.30,5.000,EA,,,ISSUED TO CV-501,VZIREQ03,4000-MECH,,,,,,,2026-05-05T00:00:00,2026-05-05T00:00:00
4900000151,2026,0001,101,000000000080000001,4000,SP04,0001000016,S,553499.68,8.000,EA,4500000044,00010,GR AGAINST PO,,,,,,,,,2026-07-20T00:00:00,2026-07-20T00:00:00
4900000152,2024,0001,261,000000000010000004,3000,SP03,,H,242722.10,43.000,EA,,,ISSUED TO SC-701,VZIREQ01,,439815199,,,,,,2024-09-21T00:00:00,2024-09-21T00:00:00
4900000153,2024,0001,201,000000000010000004,3000,SP03,,H,180630.40,32.000,EA,,,ISSUED TO SC-701,VZIREQ03,3000-MECH,,,,,,,2024-10-22T00:00:00,2024-10-22T00:00:00
4900000154,2024,0001,201,000000000010000004,3000,SP03,,H,191919.80,34.000,EA,,,CHANGEOUT CR-102,VZIREQ03,3000-MECH,,,,,,,2024-11-20T00:00:00,2024-11-20T00:00:00
4900000155,2024,0001,261,000000000010000004,3000,SP03,,H,186275.10,33.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ01,,431890734,,,,,,2024-12-19T00:00:00,2024-12-19T00:00:00
4900000156,2024,0001,101,000000000010000004,3000,SP03,0001000050,S,564470.00,100.000,EA,4500000045,00010,GR AGAINST PO,,,,,,,,,2024-12-22T00:00:00,2024-12-22T00:00:00
4900000157,2025,0001,261,000000000010000004,3000,SP03,,H,214498.60,38.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ03,,435664812,,,,,,2025-01-06T00:00:00,2025-01-06T00:00:00
4900000158,2025,0001,261,000000000010000004,3000,SP03,,H,191919.80,34.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ04,,432421211,,,,,,2025-02-21T00:00:00,2025-02-21T00:00:00
4900000159,2025,0001,101,000000000010000004,3000,SP03,0001000050,S,592693.50,105.000,EA,4500000046,00010,GR AGAINST PO,,,,,,,,,2025-03-17T00:00:00,2025-03-17T00:00:00
4900000160,2025,0001,261,000000000010000004,3000,SP03,,H,242722.10,43.000,EA,,,CHANGEOUT FA-810,VZIREQ03,,434491702,,,,,,2025-03-21T00:00:00,2025-03-21T00:00:00
4900000161,2025,0001,261,000000000010000004,3000,SP03,,H,225788.00,40.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ03,,438656196,,,,,,2025-04-10T00:00:00,2025-04-10T00:00:00
4900000162,2025,0001,261,000000000010000004,3000,SP03,,H,186275.10,33.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ03,,435571435,,,,,,2025-05-08T00:00:00,2025-05-08T00:00:00
4900000163,2025,0001,101,000000000010000004,3000,SP03,0001000050,S,654785.20,116.000,EA,4500000047,00010,GR AGAINST PO,,,,,,,,,2025-05-24T00:00:00,2025-05-24T00:00:00
4900000164,2025,0001,201,000000000010000004,3000,SP03,,H,349971.40,62.000,EA,,,CHANGEOUT ML-201,VZIREQ05,3000-MECH,,,,,,,2025-06-14T00:00:00,2025-06-14T00:00:00
4900000165,2025,0001,261,000000000010000004,3000,SP03,,H,163696.30,29.000,EA,,,CHANGEOUT CV-502,VZIREQ01,,439579861,,,,,,2025-07-10T00:00:00,2025-07-10T00:00:00
4900000166,2025,0001,101,000000000010000004,3000,SP03,0001000050,S,513667.70,91.000,EA,4500000048,00010,GR AGAINST PO,,,,,,,,,2025-08-13T00:00:00,2025-08-13T00:00:00
4900000167,2025,0001,261,000000000010000004,3000,SP03,,H,152406.90,27.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ03,,434042105,,,,,,2025-08-31T00:00:00,2025-08-31T00:00:00
4900000168,2025,0001,261,000000000010000004,3000,SP03,,H,231432.70,41.000,EA,,,CHANGEOUT CV-501,VZIREQ02,,435397233,,,,,,2025-09-15T00:00:00,2025-09-15T00:00:00
4900000169,2025,0001,201,000000000010000004,3000,SP03,,H,225788.00,40.000,EA,,,CHANGEOUT PU-611,VZIREQ02,3000-MECH,,,,,,,2025-10-02T00:00:00,2025-10-02T00:00:00
4900000170,2025,0001,101,000000000010000004,3000,SP03,0001000050,S,609627.60,108.000,EA,4500000049,00010,GR AGAINST PO,,,,,,,,,2025-10-22T00:00:00,2025-10-22T00:00:00
4900000171,2025,0001,261,000000000010000004,3000,SP03,,H,208853.90,37.000,EA,,,CHANGEOUT SC-701,VZIREQ02,,431773500,,,,,,2025-11-24T00:00:00,2025-11-24T00:00:00
4900000172,2025,0001,201,000000000010000004,3000,SP03,,H,282235.00,50.000,EA,,,CHANGEOUT CV-501,VZIREQ01,3000-MECH,,,,,,,2025-12-15T00:00:00,2025-12-15T00:00:00
4900000173,2026,0001,261,000000000010000004,3000,SP03,,H,146762.20,26.000,EA,,,ISSUED TO CR-101,VZIREQ03,,439306275,,,,,,2026-01-05T00:00:00,2026-01-05T00:00:00
4900000174,2026,0001,101,000000000010000004,3000,SP03,0001000050,S,637851.10,113.000,EA,4500000050,00010,GR AGAINST PO,,,,,,,,,2026-02-03T00:00:00,2026-02-03T00:00:00
4900000175,2026,0001,261,000000000010000004,3000,SP03,,H,344326.70,61.000,EA,,,ISSUED TO ML-202,VZIREQ02,,433039297,,,,,,2026-02-24T00:00:00,2026-02-24T00:00:00
4900000176,2026,0001,201,000000000010000004,3000,SP03,,H,220143.30,39.000,EA,,,CHANGEOUT CV-502,VZIREQ03,3000-MECH,,,,,,,2026-03-16T00:00:00,2026-03-16T00:00:00
4900000177,2026,0001,201,000000000010000004,3000,SP03,,H,186275.10,33.000,EA,,,CHANGEOUT CR-101,VZIREQ05,3000-MECH,,,,,,,2026-04-05T00:00:00,2026-04-05T00:00:00
4900000178,2026,0001,101,000000000010000004,3000,SP03,0001000050,S,564470.00,100.000,EA,4500000051,00010,GR AGAINST PO,,,,,,,,,2026-05-19T00:00:00,2026-05-19T00:00:00
4900000179,2026,0001,261,000000000010000004,3000,SP03,,H,237077.40,42.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ03,,434751198,,,,,,2026-06-24T00:00:00,2026-06-24T00:00:00
4900000180,2026,0001,261,000000000010000004,3000,SP03,,H,146762.20,26.000,EA,,,ISSUED TO ML-201,VZIREQ04,,438743435,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900000181,2026,0001,101,000000000010000004,3000,SP03,0001000050,S,570114.70,101.000,EA,4500000052,00010,GR AGAINST PO,,,,,,,,,2026-08-17T00:00:00,2026-08-17T00:00:00
4900000182,2026,0001,261,000000000010000004,3000,SP03,,H,225788.00,40.000,EA,,,CHANGEOUT CV-501,VZIREQ03,,435469741,,,,,,2026-08-28T00:00:00,2026-08-28T00:00:00
4900000183,2024,0001,201,000000000010000005,1000,SP01,,H,591241.56,26.000,EA,,,ISSUED TO CV-501,VZIREQ02,1000-MECH,,,,,,,2024-09-02T00:00:00,2024-09-02T00:00:00
4900000184,2024,0001,201,000000000010000005,1000,SP01,,H,250140.66,11.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ01,1000-MECH,,,,,,,2024-10-27T00:00:00,2024-10-27T00:00:00
4900000185,2024,0001,261,000000000010000005,1000,SP01,,H,659461.74,29.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ03,,416222765,,,,,,2024-11-08T00:00:00,2024-11-08T00:00:00
4900000186,2024,0001,261,000000000010000005,1000,SP01,,H,727681.92,32.000,EA,,,ISSUED TO CV-502,VZIREQ04,,415236425,,,,,,2024-12-29T00:00:00,2024-12-29T00:00:00
4900000187,2025,0001,261,000000000010000005,1000,SP01,,H,568501.50,25.000,EA,,,ISSUED TO SC-701,VZIREQ05,,415626349,,,,,,2025-01-09T00:00:00,2025-01-09T00:00:00
4900000188,2025,0001,101,000000000010000005,1000,SP01,0001000050,S,4548012.00,200.000,EA,4500000054,00010,GR AGAINST PO,,,,,,,,,2025-01-22T00:00:00,2025-01-22T00:00:00
4900000189,2025,0001,201,000000000010000005,1000,SP01,,H,545761.44,24.000,EA,,,CHANGEOUT ML-201,VZIREQ03,1000-MECH,,,,,,,2025-02-26T00:00:00,2025-02-26T00:00:00
4900000190,2025,0001,261,000000000010000005,1000,SP01,,H,659461.74,29.000,EA,,,ISSUED TO ML-201,VZIREQ01,,416394074,,,,,,2025-03-17T00:00:00,2025-03-17T00:00:00
4900000191,2025,0001,201,000000000010000005,1000,SP01,,H,682201.80,30.000,EA,,,ISSUED TO CR-101,VZIREQ04,1000-MECH,,,,,,,2025-04-20T00:00:00,2025-04-20T00:00:00
4900000192,2025,0001,201,000000000010000005,1000,SP01,,H,795902.10,35.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ02,1000-MECH,,,,,,,2025-05-12T00:00:00,2025-05-12T00:00:00
4900000193,2025,0001,261,000000000010000005,1000,SP01,,H,636721.68,28.000,EA,,,CHANGEOUT TH-401,VZIREQ01,,413293363,,,,,,2025-06-10T00:00:00,2025-06-10T00:00:00
4900000194,2025,0001,261,000000000010000005,1000,SP01,,H,523021.38,23.000,EA,,,CHANGEOUT SC-701,VZIREQ02,,419264691,,,,,,2025-07-27T00:00:00,2025-07-27T00:00:00
4900000195,2025,0001,261,000000000010000005,1000,SP01,,H,545761.44,24.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ01,,419802380,,,,,,2025-08-15T00:00:00,2025-08-15T00:00:00
4900000196,2025,0001,101,000000000010000005,1000,SP01,0001000050,S,3843070.14,169.000,EA,4500000055,00010,GR AGAINST PO,,,,,,,,,2025-08-23T00:00:00,2025-08-23T00:00:00
4900000197,2025,0001,261,000000000010000005,1000,SP01,,H,659461.74,29.000,EA,,,CHANGEOUT FL-310,VZIREQ03,,416166712,,,,,,2025-09-11T00:00:00,2025-09-11T00:00:00
4900000198,2025,0001,261,000000000010000005,1000,SP01,,H,864122.28,38.000,EA,,,ISSUED TO ML-202,VZIREQ02,,414221630,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900000199,2025,0001,201,000000000010000005,1000,SP01,,H,568501.50,25.000,EA,,,CHANGEOUT SC-701,VZIREQ02,1000-MECH,,,,,,,2025-11-28T00:00:00,2025-11-28T00:00:00
4900000200,2025,0001,261,000000000010000005,1000,SP01,,H,454801.20,20.000,EA,,,CHANGEOUT PU-610,VZIREQ03,,415665954,,,,,,2025-12-11T00:00:00,2025-12-11T00:00:00
4900000201,2026,0001,261,000000000010000005,1000,SP01,,H,500281.32,22.000,EA,,,CHANGEOUT PU-610,VZIREQ02,,411521136,,,,,,2026-01-23T00:00:00,2026-01-23T00:00:00
4900000202,2026,0001,201,000000000010000005,1000,SP01,,H,295620.78,13.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,1000-MECH,,,,,,,2026-02-03T00:00:00,2026-02-03T00:00:00
4900000203,2026,0001,101,000000000010000005,1000,SP01,0001000050,S,4024990.62,177.000,EA,4500000056,00010,GR AGAINST PO,,,,,,,,,2026-02-19T00:00:00,2026-02-19T00:00:00
4900000204,2026,0001,201,000000000010000005,1000,SP01,,H,682201.80,30.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ01,1000-MECH,,,,,,,2026-03-05T00:00:00,2026-03-05T00:00:00
4900000205,2026,0001,261,000000000010000005,1000,SP01,,H,409321.08,18.000,EA,,,CHANGEOUT CR-102,VZIREQ02,,412249119,,,,,,2026-04-12T00:00:00,2026-04-12T00:00:00
4900000206,2026,0001,261,000000000010000005,1000,SP01,,H,432061.14,19.000,EA,,,ISSUED TO CV-502,VZIREQ01,,412074476,,,,,,2026-05-26T00:00:00,2026-05-26T00:00:00
4900000207,2026,0001,201,000000000010000005,1000,SP01,,H,318360.84,14.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ01,1000-MECH,,,,,,,2026-06-19T00:00:00,2026-06-19T00:00:00
4900000208,2026,0001,261,000000000010000005,1000,SP01,,H,454801.20,20.000,EA,,,CHANGEOUT CR-102,VZIREQ01,,413981453,,,,,,2026-07-10T00:00:00,2026-07-10T00:00:00
4900000209,2026,0001,261,000000000010000005,1000,SP01,,H,704941.86,31.000,EA,,,ISSUED TO SC-701,VZIREQ04,,411739573,,,,,,2026-08-21T00:00:00,2026-08-21T00:00:00
4900000210,2024,0001,261,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ03,,416582455,,,,,,2024-12-07T00:00:00,2024-12-07T00:00:00
4900000211,2025,0001,261,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,ISSUED TO CV-502,VZIREQ01,,411141185,,,,,,2025-01-10T00:00:00,2025-01-10T00:00:00
4900000212,2025,0001,261,000000000010000006,1000,SP01,,H,278068.39,1.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ05,,414511693,,,,,,2025-05-21T00:00:00,2025-05-21T00:00:00
4900000213,2025,0001,101,000000000010000006,1000,SP01,0001000023,S,1946478.73,7.000,EA,4500000058,00010,GR AGAINST PO,,,,,,,,,2025-07-07T00:00:00,2025-07-07T00:00:00
4900000214,2025,0001,201,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ03,1000-MECH,,,,,,,2025-10-15T00:00:00,2025-10-15T00:00:00
4900000215,2025,0001,201,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,ISSUED TO CR-101,VZIREQ04,1000-MECH,,,,,,,2025-12-04T00:00:00,2025-12-04T00:00:00
4900000216,2026,0001,201,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,CHANGEOUT FL-310,VZIREQ03,1000-MECH,,,,,,,2026-01-30T00:00:00,2026-01-30T00:00:00
4900000217,2026,0001,201,000000000010000006,1000,SP01,,H,278068.39,1.000,EA,,,CHANGEOUT SC-701,VZIREQ03,1000-MECH,,,,,,,2026-03-31T00:00:00,2026-03-31T00:00:00
4900000218,2026,0001,101,000000000010000006,1000,SP01,0001000023,S,1946478.73,7.000,EA,4500000059,00010,GR AGAINST PO,,,,,,,,,2026-06-28T00:00:00,2026-06-28T00:00:00
4900000219,2026,0001,261,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,ISSUED TO FL-310,VZIREQ02,,419985875,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900000220,2026,0001,261,000000000010000006,1000,SP01,,H,556136.78,2.000,EA,,,ISSUED TO PU-611,VZIREQ04,,413927642,,,,,,2026-08-02T00:00:00,2026-08-02T00:00:00
4900000221,2025,0001,261,000000000010000007,3000,SP03,,H,855096.60,6.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,435385994,,,,,,2025-02-11T00:00:00,2025-02-11T00:00:00
4900000222,2025,0001,261,000000000010000007,3000,SP03,,H,997612.70,7.000,EA,,,ISSUED TO ML-202,VZIREQ03,,436418869,,,,,,2025-03-05T00:00:00,2025-03-05T00:00:00
4900000223,2025,0001,101,000000000010000007,3000,SP03,0001000043,S,3135354.20,22.000,EA,4500000062,00010,GR AGAINST PO,,,,,,,,,2025-04-30T00:00:00,2025-04-30T00:00:00
4900000224,2025,0001,261,000000000010000007,3000,SP03,,H,570064.40,4.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ04,,431849390,,,,,,2025-06-18T00:00:00,2025-06-18T00:00:00
4900000225,2025,0001,261,000000000010000007,3000,SP03,,H,570064.40,4.000,EA,,,ISSUED TO CV-502,VZIREQ05,,431924708,,,,,,2025-09-06T00:00:00,2025-09-06T00:00:00
4900000226,2025,0001,201,000000000010000007,3000,SP03,,H,997612.70,7.000,EA,,,ISSUED TO CR-102,VZIREQ01,3000-MECH,,,,,,,2025-11-13T00:00:00,2025-11-13T00:00:00
4900000227,2026,0001,261,000000000010000007,3000,SP03,,H,997612.70,7.000,EA,,,CHANGEOUT ML-201,VZIREQ01,,436906615,,,,,,2026-02-06T00:00:00,2026-02-06T00:00:00
4900000228,2026,0001,101,000000000010000007,3000,SP03,0001000043,S,2137741.50,15.000,EA,4500000063,00010,GR AGAINST PO,,,,,,,,,2026-02-19T00:00:00,2026-02-19T00:00:00
4900000229,2026,0001,261,000000000010000007,3000,SP03,,H,997612.70,7.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ05,,437987257,,,,,,2026-03-09T00:00:00,2026-03-09T00:00:00
4900000230,2026,0001,201,000000000010000007,3000,SP03,,H,285032.20,2.000,EA,,,ISSUED TO SC-701,VZIREQ02,3000-MECH,,,,,,,2026-04-18T00:00:00,2026-04-18T00:00:00
4900000231,2026,0001,261,000000000010000007,3000,SP03,,H,997612.70,7.000,EA,,,ISSUED TO FA-810,VZIREQ03,,432142739,,,,,,2026-06-29T00:00:00,2026-06-29T00:00:00
4900000232,2026,0001,261,000000000010000007,3000,SP03,,H,427548.30,3.000,EA,,,ISSUED TO FL-310,VZIREQ01,,437362641,,,,,,2026-07-09T00:00:00,2026-07-09T00:00:00
4900000233,2026,0001,101,000000000010000007,3000,SP03,0001000043,S,2280257.60,16.000,EA,4500000065,00010,GR AGAINST PO,,,,,,,,,2026-07-11T00:00:00,2026-07-11T00:00:00
4900000234,2024,0001,201,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,ISSUED TO TH-401,VZIREQ05,4000-MECH,,,,,,,2024-11-20T00:00:00,2024-11-20T00:00:00
4900000235,2024,0001,201,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT CV-502,VZIREQ04,4000-MECH,,,,,,,2024-12-02T00:00:00,2024-12-02T00:00:00
4900000236,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ04,,445313454,,,,,,2025-01-24T00:00:00,2025-01-24T00:00:00
4900000237,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,ISSUED TO ML-201,VZIREQ05,,448717226,,,,,,2025-02-15T00:00:00,2025-02-15T00:00:00
4900000238,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,445426434,,,,,,2025-03-06T00:00:00,2025-03-06T00:00:00
4900000239,2025,0001,101,000000000010000008,4000,SP04,0001000025,S,233122.70,17.000,EA,4500000067,00010,GR AGAINST PO,,,,,,,,,2025-04-17T00:00:00,2025-04-17T00:00:00
4900000240,2025,0001,201,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT TH-401,VZIREQ01,4000-MECH,,,,,,,2025-04-29T00:00:00,2025-04-29T00:00:00
4900000241,2025,0001,201,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,ISSUED TO ML-202,VZIREQ02,4000-MECH,,,,,,,2025-05-27T00:00:00,2025-05-27T00:00:00
4900000242,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ04,,449832934,,,,,,2025-06-21T00:00:00,2025-06-21T00:00:00
4900000243,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT TH-401,VZIREQ03,,449979632,,,,,,2025-07-01T00:00:00,2025-07-01T00:00:00
4900000244,2025,0001,201,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT CV-501,VZIREQ02,4000-MECH,,,,,,,2025-08-20T00:00:00,2025-08-20T00:00:00
4900000245,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,,449249370,,,,,,2025-10-23T00:00:00,2025-10-23T00:00:00
4900000246,2025,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,ISSUED TO ML-202,VZIREQ01,,444263999,,,,,,2025-11-25T00:00:00,2025-11-25T00:00:00
4900000247,2025,0001,101,000000000010000008,4000,SP04,0001000025,S,287975.10,21.000,EA,4500000069,00010,GR AGAINST PO,,,,,,,,,2025-12-22T00:00:00,2025-12-22T00:00:00
4900000248,2026,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ05,,442097863,,,,,,2026-01-17T00:00:00,2026-01-17T00:00:00
4900000249,2026,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,CHANGEOUT SC-701,VZIREQ04,,441823913,,,,,,2026-03-11T00:00:00,2026-03-11T00:00:00
4900000250,2026,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ05,,446044873,,,,,,2026-05-17T00:00:00,2026-05-17T00:00:00
4900000251,2026,0001,261,000000000010000008,4000,SP04,,H,41139.30,3.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ05,,449078624,,,,,,2026-07-03T00:00:00,2026-07-03T00:00:00
4900000252,2026,0001,101,000000000010000008,4000,SP04,0001000025,S,246835.80,18.000,EA,4500000070,00010,GR AGAINST PO,,,,,,,,,2026-08-06T00:00:00,2026-08-06T00:00:00
4900000253,2024,0001,201,000000000080000002,3000,SP03,,H,1917403.45,5.000,EA,,,CHANGEOUT CV-501,VZIREQ04,3000-MECH,,,,,,,2024-09-24T00:00:00,2024-09-24T00:00:00
4900000254,2024,0001,101,000000000080000002,3000,SP03,0001000028,S,3834806.90,10.000,EA,4500000071,00010,GR AGAINST PO,,,,,,,,,2024-12-12T00:00:00,2024-12-12T00:00:00
4900000255,2025,0001,201,000000000080000002,3000,SP03,,H,2300884.14,6.000,EA,,,CHANGEOUT CV-502,VZIREQ01,3000-MECH,,,,,,,2025-02-22T00:00:00,2025-02-22T00:00:00
4900000256,2025,0001,101,000000000080000002,3000,SP03,0001000028,S,2300884.14,6.000,EA,4500000072,00010,GR AGAINST PO,,,,,,,,,2025-04-05T00:00:00,2025-04-05T00:00:00
4900000257,2025,0001,261,000000000080000002,3000,SP03,,H,2684364.83,7.000,EA,,,CHANGEOUT CR-102,VZIREQ03,,432113842,,,,,,2025-05-20T00:00:00,2025-05-20T00:00:00
4900000258,2025,0001,261,000000000080000002,3000,SP03,,H,1150442.07,3.000,EA,,,CHANGEOUT ML-202,VZIREQ04,,431575215,,,,,,2025-07-03T00:00:00,2025-07-03T00:00:00
4900000259,2025,0001,101,000000000080000002,3000,SP03,0001000028,S,2684364.83,7.000,EA,4500000073,00010,GR AGAINST PO,,,,,,,,,2025-07-21T00:00:00,2025-07-21T00:00:00
4900000260,2026,0001,261,000000000080000002,3000,SP03,,H,1917403.45,5.000,EA,,,CHANGEOUT ML-202,VZIREQ02,,437552020,,,,,,2026-04-22T00:00:00,2026-04-22T00:00:00
4900000261,2026,0001,101,000000000080000002,3000,SP03,0001000028,S,3067845.52,8.000,EA,4500000075,00010,GR AGAINST PO,,,,,,,,,2026-06-26T00:00:00,2026-06-26T00:00:00
4900000262,2026,0001,201,000000000080000002,3000,SP03,,H,1533922.76,4.000,EA,,,CHANGEOUT FA-810,VZIREQ05,3000-MECH,,,,,,,2026-07-25T00:00:00,2026-07-25T00:00:00
4900000263,2024,0001,261,000000000080000003,4000,SP04,,H,486660.79,7.000,EA,,,CHANGEOUT FA-810,VZIREQ01,,448870759,,,,,,2024-10-30T00:00:00,2024-10-30T00:00:00
4900000264,2024,0001,261,000000000080000003,4000,SP04,,H,208568.91,3.000,EA,,,ISSUED TO CV-502,VZIREQ05,,441919247,,,,,,2024-11-11T00:00:00,2024-11-11T00:00:00
4900000265,2025,0001,101,000000000080000003,4000,SP04,0001000052,S,1599028.31,23.000,EA,4500000077,00010,GR AGAINST PO,,,,,,,,,2025-01-02T00:00:00,2025-01-02T00:00:00
4900000266,2025,0001,261,000000000080000003,4000,SP04,,H,208568.91,3.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ01,,442224074,,,,,,2025-06-03T00:00:00,2025-06-03T00:00:00
4900000267,2025,0001,261,000000000080000003,4000,SP04,,H,486660.79,7.000,EA,,,CHANGEOUT CR-101,VZIREQ04,,449778038,,,,,,2025-07-18T00:00:00,2025-07-18T00:00:00
4900000268,2025,0001,261,000000000080000003,4000,SP04,,H,139045.94,2.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,446265986,,,,,,2025-10-15T00:00:00,2025-10-15T00:00:00
