Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000010000174,2000,false,VB,004,40.000,0.000,39.566,8.964,28.083,168.500,202.092
000000000010000174,3000,false,VB,009,40.000,3.000,44.747,8.881,36.000,216.000,203.931
000000000030000029,1000,false,ND,002,31.000,3.000,0.000,0.000,1.000,4.750,0.000
000000000010000175,4000,false,VB,010,26.000,0.000,3.927,2.367,1.708,10.250,15.555
000000000010000176,1000,false,VB,004,30.000,1.000,2.625,1.635,1.000,4.250,4.419
000000000010000177,1000,false,VB,002,45.000,2.000,0.520,0.386,1.000,1.000,0.785
000000000010000177,3000,false,VB,005,45.000,1.000,1.521,1.005,1.000,2.000,3.119
000000000010000178,3000,false,VB,009,151.000,1.000,3.944,1.384,1.083,6.500,18.818
000000000030000030,3000,false,PD,001,7.000,2.000,0.000,0.000,1.000,4.500,0.000
000000000030000030,4000,false,PD,005,7.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000010000179,3000,false,VB,002,44.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000180,1000,false,VB,010,16.000,2.000,3.871,2.969,1.625,9.750,13.928
000000000010000180,4000,false,VB,005,16.000,2.000,1.549,1.241,1.042,6.250,9.968
000000000010000181,2000,false,VB,005,140.000,1.000,4.418,2.898,1.000,1.250,4.418
000000000010000182,3000,false,VB,005,10.000,1.000,16.450,6.377,32.708,196.250,131.155
000000000010000183,1000,false,VB,005,100.000,1.000,12.764,7.868,1.542,9.250,31.155
000000000010000183,2000,false,VB,007,100.000,0.000,7.109,4.259,1.375,8.250,13.471
000000000010000184,1000,false,VB,005,144.000,0.000,183.615,35.093,24.958,149.750,188.272
000000000010000185,3000,false,VB,004,49.000,0.000,1.425,1.065,1.000,1.000,2.348
000000000010000186,4000,false,VB,007,9.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000187,3000,false,VB,009,0.000,3.000,203.515,40.851,33.625,201.750,443.043
000000000010000188,2000,false,VB,001,37.000,1.000,82.680,15.361,37.583,225.500,264.571
000000000010000189,2000,false,VB,002,139.000,0.000,10.105,5.651,1.708,10.250,32.749
000000000010000189,1000,false,VB,006,139.000,0.000,12.189,6.994,1.042,6.250,22.114
000000000010000190,3000,false,VB,009,49.000,3.000,19.139,2.688,11.667,70.000,65.561
000000000010000190,2000,false,VB,005,49.000,2.000,40.634,6.695,18.042,108.250,118.689
000000000010000191,4000,false,VB,001,49.000,3.000,67.072,12.520,22.792,136.750,102.854
000000000010000191,1000,false,VB,003,49.000,2.000,41.908,6.680,15.167,91.000,112.145
000000000080000040,1000,false,VB,007,136.000,3.000,11.756,6.555,1.708,10.250,36.932
000000000010000192,3000,false,VB,010,79.000,0.000,10.567,6.689,1.167,7.000,16.886
000000000010000192,4000,false,VB,002,79.000,1.000,4.685,3.020,1.208,7.250,21.362
000000000010000193,3000,false,VB,007,134.000,0.000,63.069,11.944,7.958,47.750,103.140
000000000080000041,1000,false,VB,003,30.000,1.000,1.655,1.244,1.000,4.750,7.386
000000000080000041,4000,false,VB,008,30.000,2.000,5.535,3.896,1.292,7.750,6.443
000000000090000006,1000,false,ND,002,56.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000080000042,1000,false,VB,008,10.000,1.000,2.749,1.913,2.750,16.500,8.371
000000000010000194,1000,false,VB,007,56.000,2.000,3.509,1.901,1.500,9.000,15.726
000000000010000194,4000,false,VB,003,56.000,0.000,8.318,4.174,2.000,12.000,21.598
000000000030000031,3000,false,ND,001,22.000,1.000,0.000,0.000,1.667,10.000,0.000
000000000080000043,4000,false,VB,009,14.000,0.000,2.070,1.281,1.250,7.500,8.638
000000000080000044,1000,false,VB,004,34.000,1.000,2.305,1.244,2.333,14.000,16.217
000000000010000195,1000,false,VB,008,21.000,2.000,0.629,0.466,1.000,1.000,1.363
000000000010000196,2000,false,VB,005,16.000,2.000,3.979,2.706,1.833,11.000,11.215
000000000090000007,2000,false,ND,002,46.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000197,2000,false,VB,002,148.000,0.000,22.194,11.884,2.292,13.750,23.504
000000000010000197,1000,false,VB,003,148.000,0.000,15.742,10.138,1.083,6.500,20.266
000000000030000032,2000,false,PD,009,63.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000030000032,4000,false,PD,004,63.000,1.000,0.000,0.000,1.000,3.250,0.000
000000000080000045,4000,false,VB,010,33.000,2.000,2.456,1.651,1.250,7.500,10.443
000000000010000198,2000,false,VB,002,17.000,0.000,0.618,0.466,1.000,3.750,4.531
000000000030000033,2000,false,PD,007,79.000,1.000,0.000,0.000,3.208,19.250,0.000
000000000080000046,4000,false,VB,008,23.000,1.000,3.922,2.800,1.000,5.250,4.070
000000000010000199,3000,false,VB,006,41.000,1.000,6.198,4.316,1.917,11.500,18.038
000000000080000047,2000,false,VB,006,56.000,0.000,6.210,4.018,1.000,4.000,6.210
000000000010000200,4000,false,VB,008,101.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000201,3000,false,VB,002,54.000,1.000,1.079,0.656,1.000,1.250,2.419
000000000030000034,1000,false,ND,002,54.000,2.000,0.000,0.000,1.000,3.500,0.000
000000000010000202,2000,false,VB,008,190.000,0.000,13.956,6.370,1.000,6.000,13.956
000000000010000203,2000,false,VB,003,122.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000035,4000,false,ND,003,9.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000030000036,1000,false,ND,001,26.000,1.000,0.000,0.000,1.417,8.500,0.000
000000000010000204,3000,false,VB,010,36.000,0.000,0.952,0.623,1.000,1.250,1.815
000000000010000204,1000,false,VB,002,36.000,0.000,2.536,1.412,1.000,4.500,5.048
000000000010000205,1000,false,VB,001,113.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000048,3000,false,VB,004,34.000,0.000,3.200,2.114,1.000,6.000,5.108
000000000030000037,4000,false,ND,001,68.000,3.000,0.000,0.000,1.917,11.500,0.000
000000000030000037,1000,false,PD,007,68.000,2.000,0.000,0.000,1.750,10.500,0.000
000000000010000206,3000,false,VB,005,66.000,0.000,85.468,21.419,22.292,133.750,187.237
000000000010000207,3000,false,VB,002,35.000,3.000,3.855,2.554,1.000,5.500,4.703
000000000030000038,4000,false,PD,010,101.000,2.000,0.000,0.000,1.542,9.250,0.000
000000000010000208,2000,false,VB,004,16.000,1.000,0.998,0.793,1.000,1.500,1.868
000000000090000008,1000,false,ND,009,20.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000209,2000,false,VB,007,38.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000039,1000,false,ND,002,51.000,1.000,0.000,0.000,1.208,7.250,0.000
000000000010000210,4000,false,VB,007,29.000,0.000,27.183,5.742,22.417,134.500,108.619
000000000010000210,1000,false,VB,010,29.000,1.000,32.181,5.564,34.708,208.250,118.058
000000000080000049,4000,false,VB,007,18.000,1.000,1.397,1.077,1.292,7.750,11.406
000000000010000211,4000,false,VB,003,126.000,1.000,21.206,10.324,1.625,9.750,29.314
000000000080000050,2000,false,VB,007,50.000,2.000,5.365,2.514,1.208,7.250,9.319
000000000010000212,2000,false,VB,008,65.000,2.000,13.871,9.929,1.333,8.000,22.730
000000000010000212,3000,false,VB,001,65.000,3.000,9.616,6.733,1.000,5.250,9.616
000000000010000213,4000,false,VB,001,137.000,3.000,2.405,1.395,1.000,1.000,2.405
000000000080000051,4000,false,VB,009,54.000,0.000,6.724,4.508,1.000,5.000,8.947
000000000010000214,4000,false,VB,002,58.000,1.000,2.802,1.835,1.000,1.750,2.999
000000000010000215,4000,false,VB,010,41.000,0.000,2.467,1.579,1.000,2.500,3.101
000000000010000216,4000,false,VB,001,65.000,2.000,216.327,69.389,40.000,240.000,345.447
000000000090000009,1000,false,ND,008,58.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000217,1000,false,VB,004,70.000,2.000,14.550,7.130,2.375,14.250,14.550
000000000010000218,4000,false,VB,004,97.000,0.000,1.463,1.107,1.000,1.000,2.215
000000000010000219,2000,false,VB,006,125.000,2.000,2.317,1.081,1.000,3.500,5.298
000000000080000052,3000,false,VB,004,0.000,2.000,4.692,3.165,1.417,8.500,13.710
000000000080000053,1000,false,VB,007,55.000,1.000,4.958,2.962,1.000,4.250,4.958
000000000080000054,2000,false,VB,003,18.000,3.000,1.878,1.500,1.000,4.500,5.888
000000000080000054,4000,false,VB,002,18.000,3.000,1.118,0.808,1.292,7.750,7.310
000000000010000220,1000,false,VB,002,53.000,3.000,2.433,1.321,1.083,6.500,12.838
000000000090000010,1000,false,ND,003,54.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000011,3000,false,ND,009,15.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000011,4000,false,ND,005,15.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000040,1000,false,ND,007,88.000,3.000,0.000,0.000,2.292,13.750,0.000
000000000030000040,3000,false,VB,009,88.000,0.000,26.867,14.416,2.708,16.250,35.025
000000000030000041,2000,false,PD,006,59.000,2.000,0.000,0.000,1.500,9.000,0.000
000000000090000012,1000,false,ND,003,24.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000221,2000,false,VB,002,72.000,2.000,15.898,7.230,2.708,16.250,15.898
000000000080000055,3000,false,VB,009,12.000,2.000,1.766,1.278,1.375,8.250,5.282
000000000010000222,2000,false,VB,004,37.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000223,1000,false,VB,004,31.000,3.000,0.938,0.658,1.000,1.000,1.724
000000000010000224,4000,false,VB,006,41.000,2.000,4.809,3.549,1.000,3.500,7.396
000000000010000225,2000,false,VB,008,17.000,1.000,16.861,5.092,18.417,110.500,69.896
000000000010000226,4000,false,VB,007,56.000,1.000,20.088,4.628,19.833,119.000,184.607
000000000010000226,1000,false,VB,008,56.000,1.000,67.089,14.144,27.792,166.750,109.639
000000000010000227,4000,false,VB,005,15.000,3.000,0.319,0.246,1.000,1.000,1.364
000000000030000042,4000,false,PD,005,15.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000080000056,3000,false,VB,004,46.000,0.000,8.233,5.383,1.667,10.000,20.183
000000000090000013,3000,false,ND,006,51.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000080000057,1000,false,VB,003,68.000,1.000,8.763,5.803,1.625,9.750,14.091
000000000010000228,4000,false,VB,004,18.000,2.000,18.898,7.623,23.167,139.000,150.311
000000000080000058,2000,false,VB,005,34.000,1.000,4.906,3.111,1.042,6.250,5.597
000000000010000229,2000,false,VB,008,133.000,2.000,207.274,32.627,34.708,208.250,486.569
000000000010000229,3000,false,VB,009,133.000,0.000,142.652,18.995,25.292,151.750,195.084
000000000030000043,3000,false,PD,001,67.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000030000044,3000,false,PD,004,117.000,1.000,0.000,0.000,1.833,11.000,0.000
000000000010000230,3000,false,VB,002,175.000,0.000,6.179,2.756,1.000,3.250,8.272
000000000010000230,1000,false,VB,003,175.000,1.000,13.304,6.209,1.000,6.000,20.625
000000000030000045,2000,false,ND,001,18.000,0.000,0.000,0.000,1.917,11.500,0.000
000000000010000231,2000,false,VB,008,42.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000232,2000,false,VB,008,42.000,0.000,3.922,2.112,1.000,5.500,8.074
000000000010000233,2000,false,VB,002,120.000,3.000,5.383,2.653,1.083,6.500,19.340
000000000010000234,2000,false,VB,009,45.000,3.000,2.975,1.702,1.250,7.500,12.155
000000000010000235,1000,false,VB,004,7.000,2.000,2.119,1.687,1.250,7.500,8.805
000000000030000046,3000,false,PD,006,48.000,0.000,0.000,0.000,1.000,4.250,0.000
000000000030000046,4000,false,ND,001,48.000,3.000,0.000,0.000,1.750,10.500,0.000
000000000010000236,4000,false,VB,005,60.000,1.000,67.520,16.068,31.375,188.250,140.584
000000000030000047,1000,false,ND,002,35.000,2.000,0.000,0.000,1.208,7.250,0.000
000000000010000237,3000,false,VB,008,133.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000238,3000,false,VB,005,149.000,3.000,1.237,0.755,1.000,1.000,3.368
000000000010000238,2000,false,VB,002,149.000,2.000,1.565,1.037,1.000,1.000,2.477
000000000030000048,4000,false,PD,010,57.000,2.000,0.000,0.000,1.125,6.750,0.000
000000000010000239,1000,false,VB,009,56.000,3.000,57.165,6.720,28.542,171.250,246.196
000000000010000239,4000,false,VB,002,56.000,2.000,89.541,13.120,34.083,204.500,232.817
000000000010000240,4000,false,VB,002,146.000,1.000,15.233,6.169,2.458,14.750,26.788
000000000010000241,1000,false,VB,005,173.000,0.000,5.298,2.702,1.000,5.000,13.655
000000000010000242,2000,false,VB,006,0.000,1.000,2.939,1.547,1.292,7.750,10.095
000000000010000242,1000,false,VB,003,42.000,3.000,7.195,3.669,1.875,11.250,10.214
000000000030000049,2000,false,ND,009,45.000,0.000,0.000,0.000,1.000,5.000,0.000
000000000010000243,2000,false,VB,005,33.000,0.000,0.792,0.505,1.000,1.500,1.179
000000000090000014,1000,false,ND,010,44.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000244,4000,false,VB,001,132.000,0.000,5.622,2.603,1.000,3.750,6.905
000000000010000245,4000,false,VB,010,53.000,0.000,11.017,7.280,1.875,11.250,23.647
000000000010000245,3000,false,VB,005,53.000,0.000,5.750,4.119,1.125,6.750,18.198
000000000010000246,3000,false,VB,006,33.000,3.000,22.853,5.415,18.167,109.000,134.602
000000000010000247,2000,false,VB,006,21.000,3.000,2.791,1.845,1.042,6.250,5.197
000000000010000248,4000,false,VB,008,0.000,3.000,1.402,1.072,1.000,1.250,2.190
000000000080000059,4000,false,VB,005,15.000,0.000,3.192,2.391,1.083,6.500,3.866
000000000030000050,3000,false,PD,003,100.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000010000249,1000,false,VB,005,13.000,3.000,10.060,3.308,11.208,67.250,40.114
000000000080000060,2000,false,VB,003,56.000,0.000,5.797,4.436,1.000,3.750,5.797
000000000080000060,3000,false,VB,002,56.000,2.000,16.272,10.404,1.958,11.750,16.272
000000000080000061,2000,false,VB,003,57.000,3.000,7.090,4.460,1.000,5.750,13.137
000000000080000062,1000,false,VB,008,27.000,0.000,1.731,1.295,1.000,2.750,5.363
000000000010000250,3000,false,VB,008,32.000,3.000,5.724,3.916,1.042,6.250,7.743
000000000080000063,1000,false,VB,004,44.000,1.000,7.645,4.552,1.333,8.000,13.362
000000000080000063,2000,false,VB,005,44.000,3.000,3.276,1.910,1.000,3.750,3.276
000000000010000251,1000,false,VB,003,0.000,3.000,1.788,1.248,1.042,6.250,4.142
000000000010000252,4000,false,VB,005,58.000,0.000,12.544,8.390,1.333,8.000,12.544
000000000010000252,3000,false,VB,010,58.000,1.000,5.306,3.448,1.667,10.000,22.411
000000000010000253,2000,false,VB,005,37.000,1.000,53.342,9.385,37.625,225.750,292.734
000000000030000051,1000,false,ND,010,16.000,0.000,0.000,0.000,1.000,4.500,0.000
000000000010000254,2000,false,VB,007,93.000,1.000,10.626,6.316,1.667,10.000,19.494
000000000010000255,3000,false,VB,003,53.000,3.000,5.561,2.760,1.750,10.500,10.407
000000000010000256,3000,false,VB,010,33.000,0.000,28.358,6.082,21.083,126.500,65.907
000000000090000015,2000,false,ND,009,31.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000015,4000,false,ND,007,31.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000030000052,1000,false,ND,010,34.000,2.000,0.000,0.000,2.375,14.250,0.000
000000000010000257,1000,false,VB,009,131.000,0.000,12.584,5.799,1.167,7.000,14.434
000000000010000258,2000,false,VB,006,125.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000259,2000,false,VB,001,166.000,1.000,3.485,1.722,1.000,2.750,9.701
000000000010000259,4000,false,VB,007,166.000,1.000,14.224,7.639,1.000,4.500,16.085
000000000080000064,1000,false,VB,010,90.000,3.000,4.145,2.829,1.042,6.250,12.966
000000000010000260,3000,false,VB,005,59.000,1.000,65.423,14.523,15.542,93.250,69.408
000000000080000065,1000,false,VB,002,35.000,3.000,2.879,2.070,1.000,3.000,5.933
000000000080000065,4000,false,VB,001,35.000,2.000,2.569,1.680,1.250,7.500,7.469
000000000010000261,4000,false,VB,005,78.000,1.000,8.596,5.403,1.000,6.000,13.734
000000000010000262,4000,false,VB,008,54.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000262,3000,false,VB,010,54.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000263,3000,false,VB,009,95.000,0.000,5.268,2.447,1.000,4.500,6.977
000000000010000264,2000,false,VB,008,158.000,3.000,4.806,1.945,1.000,2.500,4.806
000000000010000265,1000,false,VB,002,49.000,3.000,63.443,18.256,17.917,107.500,143.125
000000000010000266,1000,false,VB,008,58.000,3.000,3.925,1.776,2.208,13.250,21.612
000000000030000053,1000,false,PD,007,135.000,1.000,0.000,0.000,1.500,9.000,0.000
000000000080000066,1000,false,VB,007,10.000,3.000,1.346,1.164,1.000,4.500,5.803
000000000030000054,3000,false,PD,001,45.000,3.000,0.000,0.000,1.000,4.750,0.000
000000000030000055,4000,false,PD,008,81.000,2.000,0.000,0.000,1.000,4.500,0.000
000000000030000055,1000,false,ND,005,81.000,0.000,0.000,0.000,1.042,6.250,0.000
000000000010000267,3000,false,VB,008,145.000,2.000,3.415,1.968,1.000,2.000,3.830
000000000030000056,2000,false,ND,010,0.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000010000268,4000,false,VB,010,27.000,0.000,1.294,0.690,1.417,8.500,11.932
000000000010000269,2000,false,VB,006,130.000,0.000,23.536,12.682,2.292,13.750,32.900
000000000080000067,4000,false,VB,004,52.000,2.000,14.227,9.380,1.750,10.500,14.393
000000000080000068,1000,false,VB,002,0.000,1.000,8.601,5.708,1.000,5.750,15.261
000000000080000068,4000,false,VB,006,114.000,3.000,15.958,9.210,1.750,10.500,26.088
000000000010000270,4000,false,VB,006,23.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000271,1000,false,VB,007,26.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000272,3000,false,VB,009,53.000,1.000,15.832,2.886,12.625,75.750,64.760
000000000010000272,2000,false,VB,001,53.000,0.000,53.672,10.173,17.792,106.750,89.408
000000000010000273,2000,false,VB,009,46.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000273,1000,false,VB,002,46.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000057,4000,false,PD,009,96.000,2.000,0.000,0.000,1.458,8.750,0.000
000000000030000058,2000,false,PD,008,69.000,1.000,0.000,0.000,1.000,2.000,0.000
000000000010000274,3000,false,VB,010,179.000,3.000,7.609,4.015,1.000,2.250,7.609
000000000080000069,2000,false,VB,006,7.000,0.000,1.120,0.892,1.000,4.500,5.167
000000000080000069,1000,false,VB,008,7.000,0.000,0.771,0.563,1.792,10.750,5.116
000000000080000070,2000,false,VB,006,29.000,2.000,3.803,2.692,1.625,9.750,9.083
000000000010000275,3000,false,VB,007,123.000,0.000,5.580,1.872,1.000,3.750,9.203
000000000030000059,4000,false,ND,002,66.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000030000060,3000,false,PD,001,46.000,2.000,0.000,0.000,1.292,7.750,0.000
000000000010000276,1000,false,VB,006,42.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000276,2000,false,VB,003,42.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000277,1000,false,VB,004,105.000,0.000,3.452,1.887,1.125,6.750,19.697
000000000010000277,3000,false,VB,006,105.000,0.000,13.369,6.870,1.542,9.250,14.050
000000000010000278,2000,false,VB,008,55.000,1.000,26.412,4.272,13.625,81.750,82.959
000000000010000278,4000,false,VB,004,55.000,2.000,19.396,3.614,15.958,95.750,101.643
000000000010000279,4000,false,VB,009,122.000,0.000,8.674,4.988,1.000,4.500,8.951
000000000010000280,2000,false,VB,008,13.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000280,1000,false,VB,009,13.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000281,2000,false,VB,004,103.000,0.000,6.057,3.476,1.750,10.500,27.768
000000000010000282,1000,false,VB,010,33.000,0.000,24.751,5.441,32.667,196.000,102.021
000000000030000061,4000,false,ND,004,16.000,0.000,0.000,0.000,1.583,9.500,0.000
000000000010000283,3000,false,VB,004,205.000,0.000,2.893,0.970,1.000,3.000,8.769
000000000010000284,2000,false,VB,006,28.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000285,3000,false,VB,007,47.000,3.000,6.609,3.348,1.250,7.500,6.609
000000000080000071,3000,false,VB,009,56.000,0.000,5.360,2.388,1.583,9.500,8.605
000000000080000071,1000,false,VB,009,56.000,1.000,6.776,3.724,1.417,8.500,8.961
000000000010000286,1000,false,VB,003,50.000,3.000,35.481,6.637,13.583,81.500,99.460
000000000010000287,1000,false,VB,003,88.000,1.000,85.605,18.209,20.375,122.250,196.152
000000000010000288,4000,false,VB,003,12.000,0.000,2.780,2.071,1.667,10.000,13.230
000000000010000289,2000,false,VB,004,44.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000289,1000,false,VB,003,44.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000290,1000,false,VB,008,20.000,0.000,12.398,2.778,10.167,61.000,30.940
000000000010000291,1000,false,VB,010,35.000,1.000,2.801,1.632,1.500,9.000,10.660
000000000010000292,2000,false,VB,006,33.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000293,4000,false,VB,007,119.000,3.000,7.955,4.541,1.167,7.000,24.657
000000000010000294,1000,false,VB,002,195.000,2.000,2.360,1.115,1.000,1.500,3.228
000000000080000072,1000,false,VB,003,38.000,3.000,2.357,1.713,1.000,3.250,4.702
