Werks,Lgort,Matnr,Dispo,Mtart,Matkl,Dismm,Mbwbest,Wbwbest,Letztzug,Letztabg,Letztver,Letztbew,Eisbe
3000,SP03,000000000010000082,007,ERSA,MECH-SEAL,VB,0.000,0.00,2026-04-11T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,12.056
4000,SP04,000000000030000014,008,HIBE,ELEC-MOTR,VB,9.000,1084516.65,2026-08-16T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,3.240
1000,SP01,000000000030000014,005,HIBE,ELEC-MOTR,PD,1.000,120501.85,2026-05-24T00:00:00,2026-05-14T00:00:00,2026-05-14T00:00:00,2026-05-24T00:00:00,0.000
3000,SP03,000000000010000083,006,ERSA,ELEC-CTRL,VB,1.000,123294.25,2025-08-28T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,1.799
4000,SP04,000000000010000084,009,ERSA,MILL-LINR,VB,4.000,454280.56,2026-04-13T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,0.777
2000,SP02,000000000010000084,008,ERSA,MILL-LINR,VB,6.000,681420.84,2026-07-13T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,1.514
1000,SP01,000000000010000085,002,ERSA,HYDR-ASSY,VB,14.000,2362493.70,2025-09-10T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,8.666
3000,SP03,000000000010000085,010,ERSA,HYDR-ASSY,VB,6.000,1012497.30,2026-05-08T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2.194
3000,SP03,000000000080000020,002,ERSA,INST-XMTR,VB,12.000,3858507.60,2026-05-03T00:00:00,2026-06-14T00:00:00,2026-06-14T00:00:00,2026-06-14T00:00:00,5.839
1000,SP01,000000000080000020,006,ERSA,INST-XMTR,VB,4.000,1286169.20,2026-06-23T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2026-08-26T00:00:00,2.625
4000,SP04,000000000010000086,005,ERSA,CONV-COMP,VB,1.000,28028.81,2026-06-01T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,1.252
2000,SP02,000000000010000086,006,ERSA,CONV-COMP,VB,2.000,56057.62,2026-01-21T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,1.333
4000,SP04,000000000010000087,006,ERSA,HYDR-ASSY,VB,2.000,235333.52,,2025-07-27T00:00:00,2025-07-27T00:00:00,2025-07-27T00:00:00,0.632
3000,SP03,000000000030000015,001,ERSA,MECH-BRG,ND,0.000,0.00,2026-04-13T00:00:00,2026-04-18T00:00:00,2026-04-18T00:00:00,2026-04-18T00:00:00,0.000
4000,SP04,000000000010000088,002,ERSA,HYDR-ASSY,VB,5.000,2027459.10,2026-06-06T00:00:00,2026-07-15T00:00:00,2026-07-15T00:00:00,2026-07-15T00:00:00,4.494
2000,SP02,000000000080000021,007,ERSA,MECH-SEAL,VB,3.000,622736.70,2026-02-19T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,4.297
3000,SP03,000000000080000021,006,ERSA,MECH-SEAL,VB,2.000,415157.80,2026-05-29T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,1.079
3000,SP03,000000000080000022,009,ERSA,CONV-COMP,VB,7.000,2575527.08,2026-06-20T00:00:00,2026-06-29T00:00:00,2026-06-29T00:00:00,2026-06-29T00:00:00,5.590
3000,SP03,000000000080000023,010,ERSA,MECH-BRG,VB,13.000,2518013.81,2026-06-10T00:00:00,2026-06-28T00:00:00,2026-06-28T00:00:00,2026-06-28T00:00:00,8.119
1000,SP01,000000000010000089,001,ERSA,ELEC-MOTR,VB,0.000,0.00,,2025-01-27T00:00:00,2025-01-27T00:00:00,2025-01-27T00:00:00,0.000
4000,SP04,000000000010000090,003,ERSA,CONV-COMP,VB,5.000,506379.35,2026-08-03T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,2026-08-03T00:00:00,3.119
4000,SP04,000000000010000091,002,ERSA,ELEC-MOTR,VB,110.000,365365.00,2026-06-22T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,28.966
1000,SP01,000000000010000092,002,HIBE,INST-XMTR,VB,9.000,777930.03,2026-07-19T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,2026-07-19T00:00:00,1.465
1000,SP01,000000000010000093,004,HIBE,HYDR-ASSY,VB,3.000,129668.01,,2026-05-26T00:00:00,2026-05-26T00:00:00,2026-05-26T00:00:00,2.087
2000,SP02,000000000010000094,001,ERSA,MILL-LINR,VB,195.000,650818.35,2026-08-14T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,38.354
3000,SP03,000000000030000016,001,ERSA,ELEC-CTRL,ND,0.000,0.00,2026-06-08T00:00:00,2026-06-23T00:00:00,2026-06-23T00:00:00,2026-06-23T00:00:00,0.000
1000,SP01,000000000030000016,005,ERSA,ELEC-CTRL,PD,5.000,165639.05,2026-05-07T00:00:00,2026-02-18T00:00:00,2026-02-18T00:00:00,2026-05-07T00:00:00,0.000
4000,SP04,000000000010000095,010,ERSA,ELEC-CTRL,VB,4.000,910231.00,2025-12-01T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,6.606
2000,SP02,000000000010000096,001,ERSA,MECH-BRG,VB,19.000,8262041.70,2026-09-01T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-09-01T00:00:00,6.543
4000,SP04,000000000010000097,005,HIBE,MECH-GBOX,VB,7.000,928365.41,2025-09-12T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,3.721
3000,SP03,000000000030000017,010,ERSA,MECH-PUMP,PD,0.000,0.00,2026-08-12T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,0.000
1000,SP01,000000000010000098,005,HIBE,MECH-GBOX,VB,10.000,561208.30,2026-07-10T00:00:00,2026-07-22T00:00:00,2026-07-22T00:00:00,2026-07-22T00:00:00,4.165
2000,SP02,000000000010000099,010,HIBE,ELEC-CTRL,VB,3.000,354765.75,2026-08-15T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-15T00:00:00,1.554
4000,SP04,000000000010000099,010,HIBE,ELEC-CTRL,VB,13.000,1537318.25,2026-07-18T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2.805
4000,SP04,000000000010000100,004,ERSA,MILL-LINR,VB,12.000,972757.08,2026-06-25T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,3.562
2000,SP02,000000000090000003,002,ERSA,MILL-LINR,ND,7.000,141978.06,,2025-06-10T00:00:00,2025-06-10T00:00:00,2025-06-10T00:00:00,0.000
3000,SP03,000000000090000003,004,ERSA,MILL-LINR,ND,18.000,365086.44,,2023-05-09T00:00:00,2023-05-09T00:00:00,2023-05-09T00:00:00,0.000
4000,SP04,000000000010000101,004,ERSA,MECH-PUMP,VB,5.000,68401.70,2025-10-01T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,5.049
4000,SP04,000000000030000018,002,ERSA,MECH-PUMP,PD,3.000,1985154.75,2026-04-15T00:00:00,,,2026-04-15T00:00:00,0.000
1000,SP01,000000000010000102,004,ERSA,MECH-GBOX,VB,0.000,0.00,,2023-06-26T00:00:00,2023-06-26T00:00:00,2023-06-26T00:00:00,0.000
2000,SP02,000000000080000024,003,ERSA,INST-XMTR,VB,1.000,156541.62,2026-06-10T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,1.708
2000,SP02,000000000010000103,006,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-09-07T00:00:00,2024-09-07T00:00:00,2024-09-07T00:00:00,3.197
1000,SP01,000000000030000019,005,ERSA,MECH-PUMP,PD,0.000,0.00,2026-03-06T00:00:00,2026-03-09T00:00:00,2026-03-09T00:00:00,2026-03-09T00:00:00,0.000
3000,SP03,000000000030000019,008,ERSA,MECH-PUMP,PD,1.000,45663.54,2026-04-01T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,0.000
3000,SP03,000000000010000104,010,ERSA,ELEC-CTRL,VB,18.000,4134559.86,2025-09-22T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,2026-04-14T00:00:00,6.778
2000,SP02,000000000010000104,002,ERSA,ELEC-CTRL,VB,0.000,0.00,2025-04-30T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2.395
4000,SP04,000000000010000105,003,ERSA,ELEC-CTRL,VB,3.000,142460.07,2026-08-14T00:00:00,2026-06-22T00:00:00,2026-06-22T00:00:00,2026-08-14T00:00:00,1.543
3000,SP03,000000000010000106,003,ERSA,MECH-BRG,VB,32.000,654683.20,2026-08-06T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,4.927
4000,SP04,000000000010000107,005,ERSA,CONV-COMP,VB,0.000,0.00,,2025-04-15T00:00:00,2025-04-15T00:00:00,2025-04-15T00:00:00,0.000
1000,SP01,000000000010000108,002,ERSA,CONV-COMP,VB,0.000,0.00,,2024-10-02T00:00:00,2024-10-02T00:00:00,2024-10-02T00:00:00,4.324
4000,SP04,000000000010000109,003,ERSA,MILL-LINR,VB,1.000,255293.61,2026-07-23T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-23T00:00:00,0.709
3000,SP03,000000000080000025,009,ERSA,MECH-BRG,VB,10.000,4354987.50,2026-08-12T00:00:00,2026-07-23T00:00:00,2026-07-23T00:00:00,2026-08-12T00:00:00,4.255
4000,SP04,000000000080000025,007,ERSA,MECH-BRG,VB,16.000,6967980.00,2026-08-15T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-15T00:00:00,5.880
2000,SP02,000000000010000110,004,ERSA,MILL-LINR,VB,7.000,719667.20,2026-08-04T00:00:00,2026-06-25T00:00:00,2026-06-25T00:00:00,2026-08-04T00:00:00,2.570
2000,SP02,000000000030000020,002,HIBE,MILL-LINR,ND,0.000,0.00,2026-06-25T00:00:00,2026-06-30T00:00:00,2026-06-30T00:00:00,2026-06-30T00:00:00,0.000
3000,SP03,000000000010000111,007,ERSA,MILL-LINR,VB,86.000,356390.02,2026-09-02T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-09-02T00:00:00,15.408
1000,SP01,000000000010000112,010,ERSA,MECH-SEAL,VB,33.000,21025.29,2026-02-19T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,19.110
3000,SP03,000000000010000113,006,ERSA,MILL-LINR,VB,0.000,0.00,,2024-03-16T00:00:00,2024-03-16T00:00:00,2024-03-16T00:00:00,0.000
4000,SP04,000000000010000114,008,HIBE,MECH-BRG,VB,9.000,107638.56,2026-05-23T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2.043
4000,SP04,000000000010000115,005,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-09-05T00:00:00,2024-09-05T00:00:00,2024-09-05T00:00:00,5.706
2000,SP02,000000000010000116,007,ERSA,MILL-LINR,VB,3.000,501041.28,2026-07-01T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,1.484
3000,SP03,000000000010000116,002,ERSA,MILL-LINR,VB,3.000,501041.28,2026-06-10T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,0.389
1000,SP01,000000000030000021,008,ERSA,CONV-COMP,PD,3.000,135059.64,2026-08-23T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,0.000
4000,SP04,000000000030000021,002,ERSA,CONV-COMP,PD,5.000,225099.40,2026-06-26T00:00:00,,,2026-06-26T00:00:00,0.000
1000,SP01,000000000010000117,006,HIBE,MECH-GBOX,VB,0.000,0.00,,2024-09-18T00:00:00,2024-09-18T00:00:00,2024-09-18T00:00:00,2.179
4000,SP04,000000000010000118,005,ERSA,MECH-PUMP,VB,4.000,720740.60,2026-06-10T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,5.264
1000,SP01,000000000010000119,003,ERSA,MECH-BRG,VB,21.000,3729372.57,2026-09-05T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-09-05T00:00:00,5.529
1000,SP01,000000000010000120,005,ERSA,MECH-PUMP,VB,5.000,3775529.25,2026-03-20T00:00:00,2025-12-11T00:00:00,2025-12-11T00:00:00,2026-03-20T00:00:00,2.001
4000,SP04,000000000010000120,003,ERSA,MECH-PUMP,VB,4.000,3020423.40,2026-05-21T00:00:00,2025-12-28T00:00:00,2025-12-28T00:00:00,2026-05-21T00:00:00,1.306
4000,SP04,000000000030000022,007,ERSA,MECH-GBOX,ND,1.000,179364.22,2026-04-26T00:00:00,,,2026-04-26T00:00:00,0.000
1000,SP01,000000000030000022,004,ERSA,MECH-GBOX,PD,5.000,896821.10,2026-07-04T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,0.000
4000,SP04,000000000090000004,006,ERSA,INST-XMTR,ND,19.000,1052544.71,,2023-08-14T00:00:00,2023-08-14T00:00:00,2023-08-14T00:00:00,0.000
4000,SP04,000000000010000121,009,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-02-15T00:00:00,2025-02-15T00:00:00,2025-02-15T00:00:00,6.222
3000,SP03,000000000010000122,006,ERSA,HYDR-ASSY,VB,4.000,24740.24,2026-05-28T00:00:00,2026-04-16T00:00:00,2026-04-16T00:00:00,2026-05-28T00:00:00,0.204
1000,SP01,000000000010000123,003,ERSA,MILL-LINR,VB,4.000,42948.68,2026-08-03T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2.281
3000,SP03,000000000010000124,002,HIBE,MECH-GBOX,VB,68.000,1242718.36,2026-08-21T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-21T00:00:00,2.931
3000,SP03,000000000080000026,001,ERSA,ELEC-MOTR,VB,0.000,0.00,2025-04-24T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,0.472
2000,SP02,000000000080000026,009,ERSA,ELEC-MOTR,VB,3.000,98622.54,2026-06-05T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,1.858
4000,SP04,000000000010000125,003,ERSA,MECH-BRG,VB,3.000,180855.66,2026-05-06T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,0.738
1000,SP01,000000000080000027,010,ERSA,MECH-GBOX,VB,1.000,192088.11,2026-04-22T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,1.133
1000,SP01,000000000010000126,005,ERSA,MECH-SEAL,VB,0.000,0.00,,2022-12-01T00:00:00,2022-12-01T00:00:00,2022-12-01T00:00:00,0.000
3000,SP03,000000000010000127,004,ERSA,MECH-SEAL,VB,6.000,1039562.28,2026-04-06T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,3.643
1000,SP01,000000000010000127,005,ERSA,MECH-SEAL,VB,0.000,0.00,2025-10-05T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2026-08-12T00:00:00,2.327
4000,SP04,000000000010000128,005,ERSA,ELEC-MOTR,VB,0.000,0.00,2025-12-27T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,0.926
4000,SP04,000000000010000129,001,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-12-15T00:00:00,2024-12-15T00:00:00,2024-12-15T00:00:00,3.198
2000,SP02,000000000010000130,002,ERSA,CONV-COMP,VB,0.000,0.00,,2024-09-27T00:00:00,2024-09-27T00:00:00,2024-09-27T00:00:00,2.791
1000,SP01,000000000010000131,010,ERSA,ELEC-MOTR,VB,10.000,1051260.50,2026-04-06T00:00:00,2026-06-01T00:00:00,2026-06-01T00:00:00,2026-06-01T00:00:00,3.984
2000,SP02,000000000010000132,010,HIBE,MECH-BRG,VB,159.000,464858.76,2026-06-24T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,17.595
1000,SP01,000000000010000132,010,HIBE,MECH-BRG,VB,42.000,122792.88,2026-09-05T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,3.809
3000,SP03,000000000010000133,004,ERSA,ELEC-MOTR,VB,4.000,697233.96,2026-09-03T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-09-03T00:00:00,1.516
2000,SP02,000000000010000134,002,ERSA,MECH-GBOX,VB,132.000,11761900.92,2026-08-09T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,11.922
3000,SP03,000000000010000135,010,HIBE,MILL-LINR,VB,2.000,257588.78,2026-01-20T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2.912
2000,SP02,000000000010000135,006,HIBE,MILL-LINR,VB,6.000,772766.34,2026-08-03T00:00:00,2026-06-29T00:00:00,2026-06-29T00:00:00,2026-08-03T00:00:00,1.166
1000,SP01,000000000010000136,001,ERSA,ELEC-CTRL,VB,11.000,619088.69,2026-08-07T00:00:00,2026-06-01T00:00:00,2026-06-01T00:00:00,2026-08-07T00:00:00,5.280
1000,SP01,000000000090000005,010,ERSA,MECH-BRG,ND,13.000,1686359.87,,2023-10-06T00:00:00,2023-10-06T00:00:00,2023-10-06T00:00:00,0.000
3000,SP03,000000000010000137,009,ERSA,HYDR-ASSY,VB,83.000,1640715.78,2026-08-24T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,18.764
2000,SP02,000000000010000138,010,HIBE,MILL-LINR,VB,0.000,0.00,2025-05-31T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2026-07-20T00:00:00,2.946
1000,SP01,000000000080000028,008,ERSA,CONV-COMP,VB,0.000,0.00,2025-11-22T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,1.919
4000,SP04,000000000080000029,010,HIBE,MECH-SEAL,VB,0.000,0.00,2026-04-26T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,0.573
1000,SP01,000000000010000139,004,ERSA,CONV-COMP,VB,0.000,0.00,,2024-12-15T00:00:00,2024-12-15T00:00:00,2024-12-15T00:00:00,4.162
4000,SP04,000000000010000140,010,ERSA,INST-XMTR,VB,1.000,124304.73,,2026-08-28T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,0.498
4000,SP04,000000000010000141,003,ERSA,ELEC-MOTR,VB,35.000,677720.05,2026-07-12T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,6.525
1000,SP01,000000000080000030,004,ERSA,MECH-GBOX,VB,2.000,395519.94,2026-06-12T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,3.505
1000,SP01,000000000010000142,004,ERSA,MILL-LINR,VB,2.000,143531.32,2025-09-11T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,1.873
1000,SP01,000000000010000143,008,ERSA,ELEC-CTRL,VB,0.000,0.00,,2024-11-06T00:00:00,2024-11-06T00:00:00,2024-11-06T00:00:00,9.953
2000,SP02,000000000010000144,010,ERSA,CONV-COMP,VB,0.000,0.00,2025-12-14T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,0.492
1000,SP01,000000000010000145,004,ERSA,MECH-BRG,VB,2.000,291182.68,2026-07-01T00:00:00,2026-05-16T00:00:00,2026-05-16T00:00:00,2026-07-01T00:00:00,0.430
1000,SP01,000000000080000031,003,ERSA,MECH-BRG,VB,10.000,2720610.20,2026-06-24T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,1.607
4000,SP04,000000000010000146,004,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-09-22T00:00:00,2024-09-22T00:00:00,2024-09-22T00:00:00,2.411
1000,SP01,000000000010000146,001,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-10-18T00:00:00,2024-10-18T00:00:00,2024-10-18T00:00:00,2.252
2000,SP02,000000000010000147,010,ERSA,MECH-BRG,VB,10.000,5359109.90,2026-07-29T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,3.731
1000,SP01,000000000030000023,002,ERSA,MECH-BRG,PD,1.000,72184.91,2026-05-02T00:00:00,2026-05-03T00:00:00,2026-05-03T00:00:00,2026-05-03T00:00:00,0.000
4000,SP04,000000000010000148,008,ERSA,MECH-BRG,VB,1.000,70055.88,2025-10-14T00:00:00,2025-08-05T00:00:00,2025-08-05T00:00:00,2025-10-14T00:00:00,0.576
4000,SP04,000000000010000149,006,HIBE,MECH-PUMP,VB,98.000,46239.34,2026-09-05T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-09-05T00:00:00,1.770
1000,SP01,000000000080000032,004,ERSA,MILL-LINR,VB,6.000,218781.42,2026-04-16T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,3.645
1000,SP01,000000000010000150,007,ERSA,INST-XMTR,VB,14.000,1072491.14,2026-01-01T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,5.467
3000,SP03,000000000010000151,006,ERSA,MECH-PUMP,VB,0.000,0.00,,2025-03-15T00:00:00,2025-03-15T00:00:00,2025-03-15T00:00:00,4.865
1000,SP01,000000000010000152,009,ERSA,MECH-GBOX,VB,0.000,0.00,,2025-04-01T00:00:00,2025-04-01T00:00:00,2025-04-01T00:00:00,7.142
2000,SP02,000000000010000153,003,ERSA,MECH-SEAL,VB,2.000,1287427.82,,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2.116
4000,SP04,000000000080000033,002,ERSA,ELEC-MOTR,VB,5.000,1356104.75,2026-07-05T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2.634
1000,SP01,000000000010000154,008,HIBE,MILL-LINR,VB,4.000,674542.08,2026-07-03T00:00:00,2026-05-06T00:00:00,2026-05-06T00:00:00,2026-07-03T00:00:00,0.460
3000,SP03,000000000010000155,005,ERSA,INST-XMTR,VB,4.000,1012229.60,2026-05-07T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,1.375
4000,SP04,000000000010000156,008,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-11-01T00:00:00,2024-11-01T00:00:00,2024-11-01T00:00:00,6.504
3000,SP03,000000000010000156,006,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-11-20T00:00:00,2024-11-20T00:00:00,2024-11-20T00:00:00,7.211
1000,SP01,000000000080000034,006,ERSA,CONV-COMP,VB,1.000,218145.59,2025-10-24T00:00:00,2026-05-21T00:00:00,2026-05-21T00:00:00,2026-05-21T00:00:00,1.251
2000,SP02,000000000010000157,006,ERSA,HYDR-ASSY,VB,2.000,225657.24,2026-01-12T00:00:00,2025-09-02T00:00:00,2025-09-02T00:00:00,2026-01-12T00:00:00,0.415
3000,SP03,000000000010000157,008,ERSA,HYDR-ASSY,VB,1.000,112828.62,2026-08-20T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-20T00:00:00,0.387
1000,SP01,000000000030000024,008,HIBE,HYDR-ASSY,ND,2.000,26314.10,2026-01-17T00:00:00,2026-01-28T00:00:00,2026-01-28T00:00:00,2026-01-28T00:00:00,0.000
4000,SP04,000000000080000035,003,ERSA,MECH-BRG,VB,11.000,693545.16,2026-08-20T00:00:00,2026-05-12T00:00:00,2026-05-12T00:00:00,2026-08-20T00:00:00,5.302
2000,SP02,000000000080000035,007,ERSA,MECH-BRG,VB,8.000,504396.48,2026-09-05T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-09-05T00:00:00,4.290
2000,SP02,000000000010000158,004,ERSA,CONV-COMP,VB,86.000,1880878.48,2026-05-18T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,4.275
2000,SP02,000000000010000159,006,ERSA,MILL-LINR,VB,5.000,651481.30,2026-02-14T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,4.512
1000,SP01,000000000010000160,004,ERSA,ELEC-MOTR,VB,0.000,0.00,,2023-07-23T00:00:00,2023-07-23T00:00:00,2023-07-23T00:00:00,0.000
4000,SP04,000000000010000160,005,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-12-31T00:00:00,2024-12-31T00:00:00,2024-12-31T00:00:00,0.000
3000,SP03,000000000080000036,001,ERSA,MILL-LINR,VB,1.000,25558.23,2026-03-08T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,1.221
4000,SP04,000000000010000161,008,ERSA,HYDR-ASSY,VB,158.000,3241164.60,2026-07-08T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,11.338
3000,SP03,000000000010000161,004,ERSA,HYDR-ASSY,VB,90.000,1846233.00,2026-06-11T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,14.514
2000,SP02,000000000010000162,009,ERSA,MECH-PUMP,VB,0.000,0.00,2024-12-02T00:00:00,2026-06-15T00:00:00,2026-06-15T00:00:00,2026-06-15T00:00:00,0.449
4000,SP04,000000000010000163,007,ERSA,INST-XMTR,VB,60.000,47328468.60,2026-04-17T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,18.195
2000,SP02,000000000080000037,010,ERSA,INST-XMTR,VB,3.000,1320786.48,2026-03-22T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,2.530
1000,SP01,000000000080000037,003,ERSA,INST-XMTR,VB,41.000,18050748.56,2026-06-14T00:00:00,2026-05-14T00:00:00,2026-05-14T00:00:00,2026-06-14T00:00:00,14.021
3000,SP03,000000000010000164,009,ERSA,HYDR-ASSY,VB,24.000,3649988.16,2026-06-10T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,11.265
4000,SP04,000000000010000164,005,ERSA,HYDR-ASSY,VB,2.000,304165.68,2025-03-16T00:00:00,2026-05-20T00:00:00,2026-05-20T00:00:00,2026-05-20T00:00:00,5.676
2000,SP02,000000000010000165,002,ERSA,HYDR-ASSY,VB,0.000,0.00,,2022-11-07T00:00:00,2022-11-07T00:00:00,2022-11-07T00:00:00,0.000
2000,SP02,000000000010000166,004,ERSA,ELEC-MOTR,VB,9.000,1387873.71,2026-06-10T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,4.136
3000,SP03,000000000010000167,005,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-11-04T00:00:00,2024-11-04T00:00:00,2024-11-04T00:00:00,1.950
2000,SP02,000000000010000167,007,ERSA,MECH-PUMP,VB,0.000,0.00,,2025-07-15T00:00:00,2025-07-15T00:00:00,2025-07-15T00:00:00,9.590
